 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, rowcost
C major (0), 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 7+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:1, 6+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 9+0:0:0:0:0, 6+0:0:0:0:1, 9+1:0:1:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 243+1:0:2:0:7
A minor (0), 2+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:0:0:2, 1+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:0:0:2, 1+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:3, 8+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:1:0:3, 7+0:0:0:0:2, 5+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+1:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 6+0:0:0:0:3, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 10+0:0:0:0:2, 6+0:0:0:0:2, 9+2:0:1:0:3, 5+0:0:0:0:3, 1+0:0:0:0:0, 288+3:0:2:0:103
F major (1b), 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:0, 2+0:1:0:0:1, 4+0:0:1:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 10+0:0:0:0:0, 5+0:1:0:0:1, 8+1:0:1:0:1, 4+0:0:0:0:0, 0+0:0:0:0:0, 180+1:4:2:0:6
G major (1#), 3+0:2:0:0:0, 5+0:2:0:0:0, 3+0:3:0:0:1, 5+0:4:0:0:1, 4+0:3:0:0:0, 4+0:3:0:0:1, 6+0:3:0:0:1, 2+0:1:0:0:0, 6+0:3:0:0:0, 2+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 5+0:2:0:0:0, 3+0:3:0:0:1, 5+0:4:0:0:1, 4+0:3:0:0:0, 4+0:3:0:0:1, 6+0:3:0:0:1, 2+0:1:0:0:0, 6+0:3:0:0:0, 2+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 3+0:3:0:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 5+0:4:0:0:1, 6+0:3:0:0:1, 4+0:2:0:0:0, 6+0:5:1:0:2, 5+0:3:0:0:0, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:3:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 5+0:4:0:0:2, 5+0:4:0:0:1, 4+0:2:0:0:0, 5+0:3:0:0:0, 1+0:1:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:0, 5+0:4:0:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 3+0:3:0:0:1, 5+0:2:0:0:0, 5+0:3:0:0:0, 4+0:3:0:0:0, 3+0:2:0:0:0, 6+0:4:0:0:1, 2+0:1:0:0:0, 2+0:1:0:0:0, 5+0:4:0:0:1, 4+0:3:0:0:0, 3+0:2:0:0:0, 3+0:3:0:0:1, 5+0:4:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 8+0:4:0:0:0, 7+0:3:0:0:0, 10+1:6:1:0:2, 4+0:2:0:0:0, 2+0:1:0:0:0, 295+1:190:2:0:27
D minor (1b), 1+0:0:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 6+0:1:0:0:2, 7+0:2:0:0:1, 3+0:0:0:0:0, 5+0:0:1:0:3, 6+0:1:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:1, 3+1:0:0:0:1, 4+0:0:0:0:2, 3+0:1:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 11+0:2:0:0:0, 6+0:1:0:0:0, 8+2:1:1:0:3, 5+0:0:0:0:1, 1+0:0:0:0:0, 229+3:21:2:0:60
E minor (1#), 4+0:2:0:0:2, 6+0:2:0:0:2, 3+0:3:0:0:3, 6+0:2:0:0:2, 5+0:2:0:0:2, 4+0:3:0:0:3, 6+0:3:0:0:3, 3+0:1:0:0:1, 6+1:2:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:2, 5+0:2:0:0:2, 6+0:2:0:0:2, 3+0:3:0:0:3, 6+0:2:0:0:2, 5+0:2:0:0:2, 4+0:3:0:0:3, 6+0:3:0:0:3, 3+0:1:0:0:1, 6+1:2:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:2, 5+0:2:0:0:2, 5+0:2:0:0:2, 3+0:3:0:0:3, 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:4:0:0:4, 6+0:3:0:0:3, 5+0:2:0:0:2, 7+0:4:1:0:4, 4+1:2:0:0:2, 6+0:2:0:0:2, 3+0:1:0:0:1, 4+0:2:0:0:2, 7+0:3:0:0:3, 4+0:3:0:0:3, 4+0:1:0:0:1, 4+0:2:0:0:2, 5+0:4:0:0:4, 5+0:4:0:0:4, 5+0:2:0:0:2, 6+0:3:0:0:3, 1+0:1:0:0:1, 5+0:3:0:0:3, 4+0:2:0:0:2, 4+0:1:0:0:1, 5+0:3:0:0:3, 5+0:4:0:0:4, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:3:0:0:3, 3+0:3:0:0:3, 6+0:2:0:0:2, 6+0:3:0:0:3, 5+0:2:0:0:2, 4+0:1:0:0:1, 7+0:4:0:0:4, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:4:0:0:4, 5+0:3:0:0:3, 4+0:2:0:0:2, 3+0:3:0:0:3, 5+0:3:0:0:3, 3+0:1:0:0:1, 2+0:0:0:0:0, 7+1:2:0:0:2, 8+0:3:0:0:3, 10+2:5:1:0:5, 5+0:2:0:0:2, 3+0:1:0:0:1, 343+6:168:2:0:168
Bb major (2b), 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 1+0:1:0:0:1, 3+0:0:1:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 9+0:0:0:0:1, 4+0:1:0:0:1, 9+1:0:1:0:2, 3+0:0:0:0:0, 0+0:0:0:0:0, 135+1:4:2:0:19
D major (2#), 3+0:2:0:0:1, 6+0:2:0:0:1, 3+0:3:0:0:1, 6+0:3:0:0:1, 5+0:3:0:0:1, 5+0:3:0:0:1, 6+0:3:0:0:1, 3+0:1:0:0:0, 6+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:1, 6+0:2:0:0:1, 3+0:3:0:0:1, 6+0:3:0:0:1, 5+0:3:0:0:1, 5+0:3:0:0:1, 6+0:3:0:0:1, 3+0:1:0:0:0, 6+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:1, 4+0:3:0:0:1, 3+0:2:0:0:1, 4+0:2:0:0:1, 6+0:4:0:0:2, 7+0:3:0:0:1, 5+0:2:0:0:0, 7+0:5:1:0:3, 6+0:3:0:0:0, 6+0:2:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 7+0:3:0:0:2, 5+0:3:0:0:1, 4+0:1:0:0:0, 4+0:2:0:0:1, 4+1:3:0:0:1, 6+0:4:0:0:2, 5+0:2:0:0:1, 5+0:3:0:0:1, 2+0:1:0:0:0, 5+0:3:0:0:2, 4+0:2:0:0:1, 4+0:2:0:0:0, 4+0:3:0:0:1, 5+0:4:0:0:1, 4+0:2:0:0:1, 4+0:2:0:0:1, 5+0:3:0:0:1, 4+0:3:0:0:1, 5+0:2:0:0:1, 6+0:3:0:0:1, 5+0:3:0:0:1, 4+0:2:0:0:0, 7+0:4:0:0:2, 3+0:1:0:0:0, 2+0:1:0:0:0, 5+0:4:0:0:2, 4+0:3:0:0:1, 4+0:2:0:0:1, 3+0:3:0:0:1, 6+0:3:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 9+0:3:0:0:0, 8+0:3:0:0:0, 10+2:5:1:0:3, 5+0:2:0:0:0, 3+0:1:0:0:0, 344+3:183:2:0:59
G minor (2b), 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:1:0:0:0, 4+0:0:1:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 8+0:1:0:0:0, 5+0:1:0:0:0, 10+1:0:1:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 187+1:3:2:0:27
B minor (2#), 3+0:2:0:0:3, 6+0:2:0:0:3, 3+0:3:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:4, 7+0:3:0:0:4, 4+0:1:0:0:2, 4+1:2:0:0:3, 2+0:1:0:0:1, 5+0:1:0:0:2, 3+0:2:0:0:3, 4+0:2:0:0:3, 6+0:2:0:0:3, 3+0:3:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:4, 7+0:3:0:0:4, 4+0:1:0:0:2, 4+1:2:0:0:3, 2+0:1:0:0:1, 5+0:1:0:0:2, 3+0:2:0:0:3, 4+0:2:0:0:3, 5+0:2:0:0:3, 4+0:3:0:0:3, 3+0:2:0:0:3, 4+0:2:0:0:3, 6+0:4:0:0:4, 7+0:3:0:0:4, 6+0:2:0:0:3, 8+0:4:1:0:5, 7+0:2:0:0:3, 7+0:2:0:0:3, 4+0:1:0:0:2, 4+0:1:0:0:2, 7+0:3:0:0:4, 5+0:3:0:0:4, 4+0:1:0:0:2, 4+0:2:0:0:3, 4+1:3:0:0:3, 6+0:4:0:0:5, 6+0:2:0:0:3, 5+0:3:0:0:4, 2+0:1:0:0:1, 6+0:3:0:0:4, 4+0:2:0:0:3, 5+0:1:0:0:2, 4+0:3:0:0:4, 5+0:4:0:0:4, 4+0:2:0:0:3, 4+0:2:0:0:3, 6+0:3:0:0:4, 4+0:3:0:0:3, 5+0:2:0:0:3, 6+0:3:0:0:4, 5+0:1:0:0:2, 5+0:1:0:0:2, 7+0:4:0:0:5, 4+0:1:0:0:2, 2+0:1:0:0:2, 5+0:4:0:0:5, 4+0:3:0:0:4, 4+0:2:0:0:3, 3+0:3:0:0:3, 6+0:3:0:0:4, 2+0:1:0:0:2, 2+0:0:0:0:1, 10+0:3:0:0:4, 9+0:3:0:0:4, 11+2:5:1:0:6, 6+0:2:0:0:3, 4+0:1:0:0:2, 361+5:166:2:0:229
