 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, rowcost
C minor (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 25+0:4:0:0:0
F# minor (3#), 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:1:1:0:1, 0+0:0:0:0:0,  , 1+0:0:0:0:0, 2+0:1:1:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:1:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 29+0:4:3:0:10
Ab major (4b), 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0,  , 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 38+0:1:0:0:20
E major (4#), 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 52+0:1:0:0:1
F minor (4b), 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 37+0:1:0:0:1
C# minor (4#), 2+0:0:0:0:1, 3+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:3, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1,  , 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 46+0:1:0:0:28
Db major (5b), 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0,  , 3+0:0:0:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 51+0:1:0:0:34
B major (5#), 3+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1,  , 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 68+0:1:0:0:13
Bb minor (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:1:2, 0+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0,  , 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 39+0:2:0:1:3
G# minor (5#), 2+0:0:0:0:1, 3+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:2, 2+0:0:0:0:1, 4+0:1:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:1:0:1, 0+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:3, 1+0:0:0:0:1,  , 2+0:0:0:0:1, 3+0:0:0:0:3, 1+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 59+0:2:3:0:34
Gb major (6b), 3+0:0:0:0:3, 3+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:3, 3+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:3, 1+0:0:0:0:0, 3+0:0:0:0:3, 3+0:0:0:0:3, 1+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:3, 0+0:0:0:0:0,  , 3+0:0:0:0:3, 3+0:0:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 57+0:1:0:0:50
F# major (6#), 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:1:0:1, 0+0:0:0:0:0,  , 3+0:0:0:0:0, 3+0:1:1:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:1:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 59+0:4:3:0:10
Eb minor (6b), 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0,  , 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 43+0:1:0:0:4
D# minor (6#), 2+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:1:0:0:2, 1+0:0:0:0:1, 4+0:0:0:0:3, 1+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:0:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0,  , 2+0:0:0:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:2, 2+0:1:1:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 43+0:4:5:0:39
Cb major (7b), 3+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:1, 4+0:1:0:0:4, 1+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:3, 1+0:0:0:0:1, 3+0:0:0:0:3, 3+0:0:0:0:3, 3+0:1:1:0:3, 1+0:0:0:0:0,  , 3+0:0:0:0:3, 3+0:1:1:0:3, 1+0:0:0:0:0, 3+0:0:0:0:3, 3+0:0:0:0:3, 3+0:1:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 65+0:5:3:0:56
C# major (7#), 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:1:0:2, 0+0:0:0:0:0,  , 3+0:0:0:0:1, 3+0:1:1:0:2, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:1:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 53+0:4:3:0:19
Ab minor (7b), 2+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0,  , 2+0:0:0:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:1:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 52+0:5:3:0:21
A# minor (7#), 2+0:0:0:0:2, 3+0:0:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:2, 3+0:0:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:2, 3+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:1:1:0:3, 0+0:0:0:0:0,  , 2+0:0:0:0:2, 3+0:1:1:0:3, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:1:1:0:3, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 44+0:4:3:0:36
