 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, rowcost
C major (0), 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:1:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 4+0:0:0:1:1, 6+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:0:2, 2+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 6+0:0:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 303+0:0:8:1:36
A minor (0), 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 7+0:0:1:0:5, 4+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:1:0:4, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:1:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 7+0:0:0:0:1, 5+0:0:0:1:2, 5+1:0:0:0:1, 6+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:1:0:4, 5+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:1, 6+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 7+0:0:1:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 4+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:1:0:4, 4+0:0:0:0:2, 2+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:1:0:2, 7+0:0:1:0:4, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 6+1:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 375+2:0:8:1:130
F major (1b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 4+0:2:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 0+0:0:0:0:0, 4+0:0:1:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:2:0:1:1, 7+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 5+0:2:1:0:3, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:1, 5+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 5+0:0:1:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 253+0:28:10:1:36
G major (1#), 2+0:1:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 4+0:1:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:0, 6+0:6:1:0:3, 4+0:1:0:0:1, 2+0:1:0:0:0, 6+0:3:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:0, 5+0:5:1:0:3, 5+0:3:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:2, 2+0:1:0:0:0, 5+0:3:0:0:0, 6+0:3:0:0:0, 4+0:3:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 3+0:3:0:0:1, 4+0:2:0:0:0, 4+0:3:1:0:1, 4+0:3:0:0:0, 5+0:4:0:0:1, 7+0:2:0:0:0, 5+0:1:0:1:1, 7+0:3:0:0:0, 6+0:4:0:0:2, 3+0:1:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:0, 5+0:2:0:0:0, 4+0:3:0:0:0, 5+0:5:1:0:3, 6+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 6+0:2:0:0:0, 1+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 7+0:4:0:0:1, 3+0:2:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:0, 5+0:4:0:0:1, 7+0:3:1:0:1, 3+0:1:0:0:0, 6+0:4:0:0:1, 4+0:2:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:0, 5+0:5:1:0:3, 5+0:3:0:0:0, 3+0:2:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:1:0:1, 7+0:5:1:0:3, 5+0:3:0:0:0, 3+0:2:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:0, 5+0:2:0:0:0, 4+0:4:0:0:1, 7+0:4:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 375+0:211:8:1:32
D minor (1b), 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:4, 3+0:1:1:0:1, 2+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:3, 3+0:1:1:0:2, 1+0:0:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:2, 1+0:0:0:0:0, 5+0:1:1:0:1, 5+0:1:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:1:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:0, 5+0:2:0:1:1, 8+0:0:0:0:2, 5+0:0:0:0:2, 3+0:1:1:0:1, 4+0:1:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:3, 4+0:1:1:0:2, 1+0:0:0:0:1, 6+0:1:1:0:1, 5+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:1:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 4+0:1:0:0:1, 4+0:1:1:0:2, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:3, 3+0:1:1:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:1:0:2, 5+0:0:1:0:3, 3+0:1:1:0:2, 1+0:0:0:0:1, 5+0:1:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 317+0:37:16:1:80
E minor (1#), 2+0:1:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:1, 5+0:1:0:0:1, 2+0:1:0:0:1, 5+0:3:0:0:3, 6+0:6:1:0:6, 5+0:1:0:0:1, 2+0:1:0:0:1, 7+0:3:0:0:3, 4+0:2:0:0:2, 3+0:0:0:0:0, 3+0:2:0:0:2, 5+0:3:0:0:3, 5+0:5:1:0:5, 6+0:3:0:0:3, 4+0:2:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:2:0:0:2, 3+0:1:0:0:1, 5+0:2:0:0:2, 6+0:2:0:0:2, 5+0:2:0:0:2, 3+0:1:0:0:1, 5+0:1:0:0:1, 5+0:2:0:0:2, 5+0:2:0:0:2, 3+0:3:0:0:3, 5+0:2:0:0:2, 4+0:3:1:0:3, 5+0:2:0:0:2, 5+0:3:0:0:3, 8+0:1:0:0:1, 5+0:1:0:1:2, 8+0:3:0:0:3, 6+0:4:0:0:4, 4+0:1:0:0:1, 4+0:2:0:0:2, 6+0:3:0:0:3, 3+0:1:0:0:1, 4+0:1:0:0:1, 6+0:2:0:0:2, 5+0:3:0:0:3, 5+0:5:1:0:5, 7+0:3:0:0:3, 4+0:2:0:0:2, 5+0:2:0:0:2, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 7+0:1:0:0:1, 1+0:1:0:0:1, 4+0:2:0:0:2, 5+0:1:0:0:1, 8+0:3:0:0:3, 4+0:2:0:0:2, 4+0:0:0:0:0, 2+0:1:0:0:1, 5+0:2:0:0:2, 5+0:3:0:0:3, 8+0:3:1:0:4, 3+0:1:0:0:1, 7+0:4:0:0:4, 4+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:3:0:0:3, 5+0:5:1:0:5, 6+0:3:0:0:3, 4+0:2:0:0:2, 6+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:3:1:0:3, 7+0:5:1:0:5, 6+0:3:0:0:3, 4+0:2:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 4+0:2:0:0:2, 3+0:2:0:0:2, 2+0:1:0:0:1, 5+0:1:0:0:1, 5+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 6+0:2:0:0:2, 4+0:3:0:0:3, 8+0:4:0:0:4, 4+0:2:0:0:2, 5+0:2:0:0:2, 445+0:188:8:1:190
Bb major (2b), 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:0, 2+0:1:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:2, 3+0:2:0:0:3, 1+0:0:0:0:1, 3+0:1:0:0:2, 4+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:1:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:2:0:1:1, 7+0:0:0:0:1, 3+0:0:0:0:0, 2+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:2:1:0:2, 3+0:1:0:0:1, 1+0:0:0:0:1, 3+0:1:0:0:2, 5+0:1:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:0:0:1, 4+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:1:0:3, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:1:0:0, 4+0:0:1:0:0, 2+0:1:0:0:1, 1+0:0:0:0:0, 3+0:1:0:0:2, 2+0:1:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:1, 4+0:1:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 197+0:28:11:1:54
D major (2#), 3+0:1:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:1, 6+0:6:1:0:4, 5+0:1:0:0:1, 3+0:1:0:0:0, 7+0:3:0:0:1, 4+0:2:0:0:0, 3+0:0:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:1, 6+0:5:1:0:3, 5+0:3:1:0:2, 3+0:2:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 6+0:2:0:0:2, 3+0:1:0:0:0, 6+0:2:0:0:0, 7+0:3:0:0:1, 4+0:3:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:0, 4+0:2:0:0:1, 4+0:3:0:0:1, 4+0:2:0:0:1, 5+0:3:1:0:1, 4+0:3:0:0:1, 6+0:4:0:0:2, 6+0:2:0:0:0, 6+0:1:0:1:1, 8+0:3:0:0:2, 7+0:4:0:0:2, 4+0:1:0:0:0, 5+0:2:0:0:1, 4+0:3:0:0:1, 4+0:1:0:0:0, 4+0:2:0:0:1, 6+0:2:0:0:0, 5+0:3:0:0:1, 6+0:5:1:0:3, 6+0:3:1:0:2, 3+0:2:0:0:1, 5+0:2:0:0:0, 5+0:2:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 7+0:2:0:0:0, 2+0:1:0:0:0, 5+0:2:0:0:0, 5+0:2:0:0:0, 7+0:4:0:0:2, 4+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:1, 6+0:3:0:0:1, 6+0:3:1:0:2, 4+0:1:0:0:0, 6+0:3:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 5+0:3:0:0:1, 6+0:5:1:0:3, 5+0:3:1:0:2, 3+0:2:0:0:1, 4+0:2:0:0:1, 4+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:0, 5+0:3:1:0:2, 7+0:5:1:0:3, 5+0:3:1:0:2, 3+0:2:0:0:1, 3+0:2:0:0:0, 3+0:1:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 5+0:1:0:0:0, 3+0:2:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:0, 6+0:2:0:0:0, 4+0:2:1:1:2, 4+0:2:0:0:0, 6+0:2:0:0:1, 5+0:3:0:0:1, 7+0:4:0:0:2, 4+0:2:0:0:0, 5+0:2:0:0:1, 440+0:206:13:2:75
G minor (2b), 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:1:0:3, 3+0:1:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:3, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:1:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:1:0:0:0, 4+0:3:0:1:1, 8+0:1:0:0:0, 4+0:0:0:0:2, 3+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:1:0:1, 2+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:3, 4+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:1:0:1, 2+0:1:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 6+0:2:1:0:1, 2+0:1:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:3, 3+0:1:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:0, 2+0:1:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 5+0:0:1:0:3, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 269+0:30:11:1:34
B minor (2#), 4+0:1:0:0:2, 5+0:2:0:0:3, 5+0:1:0:0:2, 6+0:1:0:0:3, 4+0:1:0:0:2, 5+0:3:0:0:4, 6+0:6:1:0:6, 6+0:1:0:0:2, 4+0:1:0:0:2, 7+0:3:0:0:5, 4+0:1:0:0:2, 4+0:0:0:0:1, 4+0:1:0:0:2, 5+0:3:0:0:4, 6+0:5:1:0:5, 5+0:3:1:0:5, 3+0:2:0:0:3, 3+0:0:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 6+0:2:0:0:3, 4+0:1:0:0:2, 6+0:3:0:0:4, 7+0:3:0:0:4, 4+0:2:0:0:3, 4+0:1:0:0:2, 6+0:1:0:0:2, 6+0:2:0:0:3, 4+0:2:0:0:3, 5+0:3:0:0:3, 4+0:2:0:0:3, 6+0:2:1:0:3, 4+0:2:0:0:3, 7+0:3:0:0:4, 7+0:1:0:0:2, 7+0:1:0:1:3, 8+0:3:0:0:4, 7+0:4:0:0:5, 5+0:1:0:0:2, 6+0:2:0:0:3, 4+0:3:0:0:4, 5+0:1:0:0:2, 5+0:1:0:0:2, 6+0:1:0:0:2, 5+0:3:0:0:4, 6+0:5:1:0:5, 6+0:3:1:0:5, 3+0:2:0:0:3, 6+0:2:0:0:2, 6+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 7+0:1:0:0:2, 3+0:1:0:0:1, 5+0:1:0:0:2, 6+0:1:0:0:2, 7+0:3:0:0:4, 5+0:2:0:0:3, 5+0:0:0:0:1, 4+0:1:0:0:2, 3+0:2:0:0:3, 6+0:3:0:0:4, 6+0:3:1:0:5, 5+0:1:0:0:2, 6+0:3:0:0:4, 5+0:1:0:0:2, 3+0:1:0:0:2, 4+0:1:0:0:2, 5+0:3:0:0:4, 6+0:5:1:0:5, 5+0:3:1:0:5, 3+0:2:0:0:3, 4+0:2:0:0:3, 5+0:1:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:2, 5+0:3:1:0:4, 7+0:5:1:0:6, 5+0:3:1:0:5, 3+0:2:0:0:3, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:1:0:0:2, 1+0:0:0:0:1, 4+0:1:0:0:2, 6+0:1:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:2, 5+0:1:0:0:2, 6+0:1:0:0:2, 5+0:2:1:1:3, 5+0:2:0:0:3, 6+0:2:0:0:3, 5+0:3:0:0:3, 7+0:4:0:0:5, 5+0:2:0:0:3, 5+0:2:0:0:3, 480+0:179:13:2:273
