 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25
C# minor (4#), C# major (7#), A# minor (7#), C# minor (4#), F# minor (3#), A minor (0), F# minor (3#), F# minor (3#), F# minor (3#), C# major (7#), C# major (7#), D# minor (6#), D# minor (6#), A# minor (7#), D# minor (6#), C# major (7#), G# minor (5#), F# minor (3#), C# major (7#), A# minor (7#), C# minor (4#), F# minor (3#), A minor (0), F# minor (3#), F# minor (3#), F# minor (3#), B minor (2#)
Db major (5b), Db major (5b), Bb minor (5b), Bb minor (5b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), G minor (2b), F minor (4b), Bb minor (5b), Eb minor (6b), Eb minor (6b), Bb minor (5b), Bb major (2b), G minor (2b), Bb major (2b), F major (1b), Bb major (2b), Bb minor (5b), Bb minor (5b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), G minor (2b), Bb major (2b)
B major (5#), F# major (6#), A# minor (7#), C# minor (4#), F# minor (3#), A minor (0), D major (2#), D minor (1b), A major (3#), F# major (6#), F# major (6#), D# minor (6#), D# minor (6#), A# minor (7#), G# minor (5#), B minor (2#), B minor (2#), B minor (2#), F# major (6#), A# minor (7#), C# minor (4#), F# minor (3#), A minor (0), D major (2#), D minor (1b), D major (2#), B minor (2#)
Bb minor (5b), Bb minor (5b), Bb minor (5b), Bb minor (5b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), G minor (2b), F minor (4b), Bb minor (5b), Eb minor (6b), Eb minor (6b), Bb minor (5b), Bb major (2b), G minor (2b), Bb major (2b), F major (1b), Bb major (2b), Bb minor (5b), Bb minor (5b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), G minor (2b), Bb major (2b)
G# minor (5#), D# minor (6#), A# minor (7#), A# minor (7#), D# minor (6#), D# minor (6#), F# minor (3#), D# minor (6#), F# minor (3#), F# major (6#), D# minor (6#), D# minor (6#), D# minor (6#), A# minor (7#), D# minor (6#), A# minor (7#), G# minor (5#), B minor (2#), F# major (6#), A# minor (7#), A# minor (7#), D# minor (6#), D# minor (6#), F# minor (3#), D# minor (6#), F# minor (3#), B minor (2#)
Gb major (6b), Db major (5b), Bb minor (5b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), Eb major (3b), C major (0), Eb major (3b), Eb minor (6b), Eb minor (6b), Eb minor (6b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), C minor (3b), Eb minor (6b), Bb minor (5b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), Eb major (3b), C major (0), Eb major (3b)
F# major (6#), D# minor (6#), A# minor (7#), A# minor (7#), D# minor (6#), D# minor (6#), F# minor (3#), F# minor (3#), F# minor (3#), F# major (6#), F# major (6#), D# minor (6#), D# minor (6#), A# minor (7#), D# minor (6#), A# minor (7#), D# minor (6#), F# minor (3#), F# major (6#), A# minor (7#), A# minor (7#), D# minor (6#), D# minor (6#), F# minor (3#), F# minor (3#), F# minor (3#), F# major (6#)
Eb minor (6b), Eb minor (6b), Bb minor (5b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), Eb major (3b), C major (0), Eb major (3b), Eb minor (6b), Eb minor (6b), Eb minor (6b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), C minor (3b), Eb minor (6b), Bb minor (5b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), Eb major (3b), C major (0), Eb major (3b)
D# minor (6#), D# minor (6#), A# minor (7#), A# minor (7#), D# minor (6#), A# minor (7#), F# minor (3#), D# minor (6#), F# minor (3#), F# major (6#), D# minor (6#), D# minor (6#), D# minor (6#), A# minor (7#), D# minor (6#), A# minor (7#), D# minor (6#), F# minor (3#), D# minor (6#), A# minor (7#), A# minor (7#), D# minor (6#), A# minor (7#), F# minor (3#), D# minor (6#), F# minor (3#), F# major (6#)
Cb major (7b), Gb major (6b), Bb minor (5b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), Eb major (3b), C major (0), Eb major (3b), Eb minor (6b), Eb minor (6b), Eb minor (6b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), C minor (3b), Eb minor (6b), Bb minor (5b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), Eb major (3b), C major (0), F major (1b)
C# major (7#), C# major (7#), A# minor (7#), A# minor (7#), D# minor (6#), A# minor (7#), F# minor (3#), F# minor (3#), F# minor (3#), F# major (6#), F# major (6#), D# minor (6#), D# minor (6#), A# minor (7#), D# minor (6#), A# minor (7#), D# minor (6#), F# minor (3#), C# major (7#), A# minor (7#), A# minor (7#), D# minor (6#), A# minor (7#), F# minor (3#), F# minor (3#), F# minor (3#), F# major (6#)
Ab minor (7b), Eb minor (6b), Bb minor (5b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), Eb major (3b), C major (0), Eb major (3b), Eb minor (6b), Eb minor (6b), Eb minor (6b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), C minor (3b), Eb minor (6b), Bb minor (5b), Bb minor (5b), Eb minor (6b), Eb major (3b), Eb major (3b), Eb major (3b), C major (0), Eb major (3b)
A# minor (7#), A# minor (7#), A# minor (7#), A# minor (7#), D# minor (6#), A# minor (7#), F# minor (3#), D# minor (6#), F# minor (3#), F# major (6#), D# minor (6#), D# minor (6#), D# minor (6#), A# minor (7#), D# minor (6#), A# minor (7#), D# minor (6#), F# minor (3#), D# minor (6#), A# minor (7#), A# minor (7#), D# minor (6#), A# minor (7#), F# minor (3#), D# minor (6#), F# minor (3#), F# major (6#)
