 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25
Eb major (3b), Eb major (3b), Ab major (4b), Ab major (4b), Eb major (3b), Ab major (4b), Ab major (4b), Eb major (3b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Bb major (2b), Bb major (2b), Bb major (2b), Eb major (3b), Ab major (4b), Ab major (4b), Ab major (4b), Eb major (3b), Ab major (4b), Ab major (4b), Eb major (3b), Eb major (3b)
A major (3#), C major (0), C minor (3b), C minor (3b), C minor (3b), F minor (4b), Bb minor (5b), C minor (3b), C major (0), C minor (3b), C minor (3b), Eb major (3b), C minor (3b), Eb major (3b), C minor (3b), G minor (2b), D minor (1b), F major (1b), F minor (4b), F minor (4b), F minor (4b), C minor (3b), C minor (3b), F minor (4b), Bb minor (5b), C minor (3b), A minor (0)
C minor (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), F minor (4b), Bb minor (5b), C minor (3b), G minor (2b), C minor (3b), C minor (3b), Eb major (3b), C minor (3b), Eb major (3b), C minor (3b), G minor (2b), Bb major (2b), Eb major (3b), Eb major (3b), Ab major (4b), Eb major (3b), Eb major (3b), Eb major (3b), F minor (4b), Bb minor (5b), C minor (3b), C minor (3b)
F# minor (3#), C minor (3b), Eb major (3b), Eb major (3b), C minor (3b), F minor (4b), Bb minor (5b), C minor (3b), G minor (2b), C minor (3b), C minor (3b), Eb major (3b), C minor (3b), Eb major (3b), C minor (3b), G minor (2b), D minor (1b), F major (1b), F minor (4b), F minor (4b), F minor (4b), C minor (3b), C minor (3b), F minor (4b), Bb minor (5b), C minor (3b), A minor (0)
Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), Eb major (3b), Ab major (4b), Db major (5b), Ab major (4b), Eb major (3b), Ab major (4b), Eb major (3b), Ab major (4b), Eb major (3b), Ab major (4b), Ab major (4b), Eb major (3b), Bb major (2b), Eb major (3b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), Eb major (3b), Ab major (4b), Db major (5b), Ab major (4b), Ab major (4b)
E major (4#), Bb major (2b), Eb major (3b), Eb major (3b), Bb major (2b), F minor (4b), Bb minor (5b), C minor (3b), G minor (2b), C minor (3b), C minor (3b), Eb major (3b), C minor (3b), Eb major (3b), C minor (3b), G minor (2b), D minor (1b), G minor (2b), F minor (4b), F minor (4b), F minor (4b), C minor (3b), G minor (2b), F minor (4b), Bb minor (5b), C minor (3b), A minor (0)
F minor (4b), F minor (4b), Ab major (4b), Ab major (4b), Eb major (3b), F minor (4b), Bb minor (5b), F minor (4b), Bb minor (5b), F minor (4b), C minor (3b), F minor (4b), C minor (3b), F minor (4b), C minor (3b), F major (1b), F major (1b), F major (1b), F minor (4b), F minor (4b), Ab major (4b), Ab major (4b), Eb major (3b), F minor (4b), Bb minor (5b), C minor (3b), C minor (3b)
C# minor (4#), Bb major (2b), Eb major (3b), Eb major (3b), Bb major (2b), F minor (4b), Bb minor (5b), C minor (3b), G minor (2b), C minor (3b), C minor (3b), Eb major (3b), C minor (3b), Eb major (3b), C minor (3b), G minor (2b), D minor (1b), F major (1b), F minor (4b), F minor (4b), F minor (4b), C minor (3b), C minor (3b), F minor (4b), Bb minor (5b), C minor (3b), A minor (0)
Db major (5b), Ab major (4b), Ab major (4b), Ab major (4b), Eb major (3b), Ab major (4b), Db major (5b), Ab major (4b), Bb minor (5b), Db major (5b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), Bb minor (5b), Bb minor (5b), Bb major (2b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), Eb major (3b), Ab major (4b), Db major (5b), Ab major (4b), Ab major (4b)
B major (5#), F major (1b), F minor (4b), F minor (4b), F major (1b), F minor (4b), Bb minor (5b), C minor (3b), G minor (2b), C minor (3b), C minor (3b), F minor (4b), C minor (3b), F minor (4b), C minor (3b), G minor (2b), D minor (1b), F major (1b), F minor (4b), F minor (4b), F minor (4b), F minor (4b), F major (1b), F minor (4b), Bb minor (5b), C minor (3b), A minor (0)
Bb minor (5b), F minor (4b), F minor (4b), Ab major (4b), Bb major (2b), F minor (4b), Bb minor (5b), Bb major (2b), Bb major (2b), Eb major (3b), C minor (3b), F minor (4b), C minor (3b), F minor (4b), F minor (4b), Bb minor (5b), Bb minor (5b), Bb major (2b), Db major (5b), Db major (5b), Db major (5b), Db major (5b), Bb major (2b), F minor (4b), Bb minor (5b), F minor (4b), F minor (4b)
G# minor (5#), F major (1b), F minor (4b), F minor (4b), F major (1b), F minor (4b), Bb minor (5b), C minor (3b), G minor (2b), C minor (3b), C minor (3b), F minor (4b), C minor (3b), F minor (4b), C minor (3b), G minor (2b), D minor (1b), F major (1b), F minor (4b), F minor (4b), F minor (4b), F minor (4b), F major (1b), F minor (4b), Bb minor (5b), C minor (3b), A minor (0)
Gb major (6b), Eb minor (6b), Eb major (3b), Ab major (4b), Eb major (3b), Ab major (4b), Db major (5b), Db major (5b), Bb minor (5b), Db major (5b), Eb major (3b), Ab major (4b), Eb major (3b), Ab major (4b), Ab major (4b), Eb major (3b), Eb minor (6b), Eb major (3b), Ab major (4b), Db major (5b), Db major (5b), Ab major (4b), Eb major (3b), Gb major (6b), Cb major (7b), Ab major (4b), Db major (5b)
F# major (6#), C minor (3b), Eb major (3b), Eb major (3b), C minor (3b), F minor (4b), Bb minor (5b), C minor (3b), G minor (2b), C minor (3b), C minor (3b), Eb major (3b), C minor (3b), Eb major (3b), C minor (3b), G minor (2b), D minor (1b), F major (1b), F minor (4b), F minor (4b), F minor (4b), C minor (3b), C minor (3b), F minor (4b), Bb minor (5b), C minor (3b), A minor (0)
Eb minor (6b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Gb major (6b), Bb minor (5b), Eb major (3b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb minor (6b), Eb major (3b), Eb major (3b), Ab major (4b), Eb major (3b), Eb major (3b), Eb major (3b), Gb major (6b), Bb minor (5b), Eb major (3b), Eb major (3b)
D# minor (6#), C minor (3b), Eb major (3b), Eb major (3b), C minor (3b), F minor (4b), Bb minor (5b), C minor (3b), G minor (2b), C minor (3b), C minor (3b), Eb major (3b), C minor (3b), Eb major (3b), C minor (3b), G minor (2b), D minor (1b), F major (1b), F minor (4b), F minor (4b), F minor (4b), C minor (3b), C minor (3b), F minor (4b), Bb minor (5b), C minor (3b), A minor (0)
Cb major (7b), Ab major (4b), Ab major (4b), Ab major (4b), Eb major (3b), Gb major (6b), Cb major (7b), Ab major (4b), Bb minor (5b), Ab minor (7b), Ab major (4b), Ab major (4b), Ab minor (7b), Ab minor (7b), Ab major (4b), Eb major (3b), Eb minor (6b), Eb major (3b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), Eb major (3b), Gb major (6b), Cb major (7b), Ab major (4b), Ab minor (7b)
C# major (7#), Bb major (2b), Eb major (3b), Eb major (3b), Bb major (2b), F minor (4b), Bb minor (5b), C minor (3b), G minor (2b), C minor (3b), C minor (3b), Eb major (3b), C minor (3b), Eb major (3b), C minor (3b), G minor (2b), D minor (1b), F major (1b), F minor (4b), F minor (4b), F minor (4b), C minor (3b), C minor (3b), F minor (4b), Bb minor (5b), C minor (3b), A minor (0)
Ab minor (7b), Ab major (4b), Ab major (4b), Ab major (4b), Eb major (3b), Ab major (4b), Ab minor (7b), Ab major (4b), Bb minor (5b), Ab minor (7b), Ab major (4b), Ab major (4b), Ab minor (7b), Ab major (4b), Ab major (4b), Eb major (3b), Eb minor (6b), Eb major (3b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), Eb major (3b), Ab major (4b), Ab minor (7b), Ab major (4b), Ab major (4b)
A# minor (7#), Bb major (2b), Eb major (3b), Eb major (3b), Bb major (2b), F minor (4b), Bb minor (5b), C minor (3b), G minor (2b), C minor (3b), C minor (3b), Eb major (3b), C minor (3b), Eb major (3b), C minor (3b), G minor (2b), D minor (1b), F major (1b), F minor (4b), F minor (4b), F minor (4b), C minor (3b), C minor (3b), F minor (4b), Bb minor (5b), C minor (3b), A minor (0)
