 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, rowcost
C major (0), 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:1, 1+0:0:0:0:0, 8+1:0:1:0:2, 2+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:1, 11+1:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 8+0:0:0:0:2, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 10+1:0:1:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 0+0:0:0:0:0, 7+1:0:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 7+0:0:0:0:0, 2+0:0:0:0:0, 180+4:0:4:0:20
A minor (0), 2+0:0:0:0:1, 1+0:0:0:0:0, 7+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:2, 6+0:0:0:0:4, 1+0:0:0:0:0, 7+2:0:1:0:4, 3+0:0:0:0:1, 6+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:3, 6+0:0:0:0:3, 10+2:0:1:0:3, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 9+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 11+1:0:1:0:5, 4+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 0+0:0:0:0:0, 6+2:0:1:0:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 8+0:0:0:0:3, 3+0:0:0:0:0, 209+7:0:4:0:71
F major (1b), 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:0:3, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 0+0:0:0:0:0, 8+1:0:1:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 12+1:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:2:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:0, 7+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 11+1:0:1:0:1, 2+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 8+1:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 8+0:0:0:0:0, 1+0:0:0:0:0, 146+4:14:4:0:18
G major (1#), 2+0:1:0:0:0, 2+0:1:0:0:0, 5+0:2:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:0, 6+0:4:0:0:1, 6+0:5:0:0:2, 2+0:1:0:0:0, 8+1:4:1:0:3, 3+0:1:0:0:0, 6+0:2:0:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 1+0:1:0:0:0, 5+0:3:0:0:0, 4+0:3:0:0:1, 4+0:4:0:0:2, 7+0:2:0:0:1, 11+1:6:1:0:2, 2+0:2:0:0:0, 5+0:2:0:0:0, 5+0:1:0:0:1, 3+0:2:0:0:0, 4+0:2:0:0:0, 1+0:1:0:0:0, 4+0:3:0:0:0, 9+0:4:0:0:1, 4+0:3:0:0:1, 5+0:3:0:0:1, 3+0:2:0:0:0, 10+1:6:1:0:3, 2+0:2:0:0:0, 4+0:3:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 2+0:2:0:0:0, 3+0:3:0:0:0, 4+0:3:0:0:1, 4+0:3:0:0:1, 5+0:3:0:0:1, 1+0:0:0:0:0, 7+1:5:1:0:2, 2+0:2:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 8+0:5:0:0:1, 3+0:2:0:0:0, 209+4:123:4:0:27
D minor (1b), 2+0:0:0:0:0, 0+0:0:0:0:0, 6+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:1, 0+0:0:0:0:0, 8+1:1:1:0:4, 4+0:1:0:0:0, 5+0:2:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:1:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 6+0:3:0:0:0, 13+1:2:1:0:4, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:0, 4+0:0:0:0:0, 8+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 12+1:0:1:0:5, 3+0:1:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 8+1:1:1:0:4, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 9+0:1:0:0:1, 2+0:0:0:0:0, 181+4:21:4:0:35
E minor (1#), 3+0:1:0:0:1, 3+0:1:0:0:1, 6+0:2:0:0:2, 3+0:1:0:0:1, 5+0:2:0:0:2, 6+0:3:0:0:3, 6+0:5:0:0:5, 3+0:1:0:0:1, 8+1:4:1:0:4, 4+0:1:0:0:1, 6+0:1:0:0:1, 6+0:2:0:0:2, 2+0:1:0:0:1, 6+0:1:0:0:1, 5+0:2:0:0:2, 2+0:1:0:0:1, 5+0:2:0:0:2, 4+0:3:0:0:3, 4+0:4:0:0:4, 8+0:2:0:0:2, 11+1:5:1:0:5, 3+0:2:0:0:2, 5+0:2:0:0:2, 6+0:1:0:0:1, 4+0:2:0:0:2, 5+0:1:0:0:1, 2+0:1:0:0:1, 5+0:3:0:0:3, 10+0:4:0:0:4, 4+0:3:0:0:3, 5+0:3:0:0:3, 4+0:2:0:0:2, 10+1:5:1:0:5, 3+0:2:0:0:2, 5+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:3:0:0:3, 3+0:2:0:0:2, 4+0:2:0:0:2, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+0:3:0:0:3, 2+0:0:0:0:0, 7+1:5:1:0:5, 2+0:1:0:0:1, 4+0:2:0:0:2, 3+0:1:0:0:1, 8+0:4:0:0:4, 4+0:1:0:0:1, 239+4:109:4:0:109
Bb major (2b), 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:3:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 0+0:0:0:0:0, 9+1:0:1:0:2, 2+0:1:0:0:2, 3+0:1:0:0:2, 2+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 13+1:0:1:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 4+0:0:0:0:1, 8+0:1:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 12+1:0:1:0:2, 1+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 9+1:0:1:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 7+0:0:0:0:1, 0+0:0:0:0:0, 122+4:13:4:0:29
D major (2#), 3+0:1:0:0:0, 2+0:1:0:0:0, 6+0:2:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:1, 6+0:3:0:0:1, 6+0:4:0:0:1, 2+0:1:0:0:0, 8+1:4:1:0:5, 4+0:1:0:0:0, 7+0:2:0:0:0, 6+0:2:0:0:0, 3+0:1:0:0:0, 6+0:2:0:0:0, 5+0:2:0:0:0, 2+0:1:0:0:0, 6+0:3:0:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 8+0:2:0:0:0, 12+1:6:1:0:4, 3+0:2:0:0:0, 6+0:2:0:0:0, 6+0:1:0:0:1, 4+0:2:0:0:0, 5+0:2:0:0:0, 2+0:1:0:0:0, 5+0:3:0:0:0, 10+0:4:0:0:2, 4+0:3:0:0:1, 6+0:3:0:0:1, 4+0:2:0:0:0, 11+1:6:1:0:5, 3+0:2:0:0:0, 5+0:2:0:0:0, 2+0:1:0:0:0, 4+0:2:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 4+0:3:0:0:1, 5+0:3:0:0:2, 4+0:3:0:0:1, 4+0:3:0:0:1, 2+0:0:0:0:0, 7+1:5:1:0:4, 3+0:2:0:0:0, 5+0:2:0:0:0, 2+0:1:0:0:0, 9+0:4:0:0:1, 4+0:2:0:0:0, 244+4:118:4:0:36
G minor (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 9+1:0:1:0:2, 3+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:2, 5+0:1:0:0:1, 13+1:0:1:0:2, 0+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 9+0:1:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 12+1:0:1:0:3, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 9+1:0:1:0:2, 0+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 8+0:0:0:0:1, 1+0:0:0:0:0, 151+4:12:4:0:25
B minor (2#), 4+0:1:0:0:2, 2+0:1:0:0:2, 7+0:2:0:0:2, 3+0:1:0:0:2, 5+0:2:0:0:3, 6+0:3:0:0:4, 6+0:4:0:0:4, 3+0:1:0:0:2, 8+1:4:1:0:4, 4+0:1:0:0:2, 8+0:1:0:0:2, 6+0:2:0:0:3, 4+0:1:0:0:2, 7+0:1:0:0:2, 6+0:2:0:0:2, 3+0:1:0:0:1, 6+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:0:0:3, 9+0:2:0:0:4, 12+1:5:1:0:6, 3+0:1:0:0:1, 7+0:2:0:0:3, 7+0:1:0:0:2, 5+0:2:0:0:3, 6+0:1:0:0:2, 3+0:1:0:0:1, 5+1:2:0:0:2, 11+0:4:0:0:5, 4+0:3:0:0:4, 6+0:3:0:0:4, 5+0:2:0:0:3, 11+1:5:1:0:6, 3+0:1:0:0:1, 6+0:1:0:0:2, 2+0:1:0:0:2, 5+0:1:0:0:2, 4+0:3:0:0:4, 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:3:0:0:4, 4+0:3:0:0:4, 4+0:3:0:0:4, 3+0:0:0:0:1, 7+1:5:1:0:5, 2+0:1:0:0:1, 6+0:1:0:0:2, 3+0:1:0:0:2, 10+0:4:0:0:5, 5+0:1:0:0:2, 267+5:104:4:0:141
