 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, rowcost
Eb major (3b), 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:1:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 22+0:0:2:0:5
A major (3#), 2+0:0:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:1:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 57+0:5:2:0:2
C minor (3b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 27+0:0:2:0:2
F# minor (3#), 3+0:0:0:0:1, 3+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:1:1:0:1, 2+0:0:0:0:1, 3+0:1:1:0:2, 3+0:0:0:0:1, 4+0:1:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:1:0:2, 2+0:1:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 50+0:7:4:0:22
Ab major (4b), 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 32+0:0:2:0:18
E major (4#), 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:1:0:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:1:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 66+0:5:2:0:7
F minor (4b), 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 28+0:0:0:0:0
C# minor (4#), 1+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 1+0:1:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 2+0:1:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 50+0:5:0:0:38
Db major (5b), 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:1:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:1, 50+0:0:2:0:30
B major (5#), 2+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:1:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:1:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:1, 3+0:1:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 79+0:5:2:0:21
Bb minor (5b), 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:1:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 40+0:2:2:0:4
G# minor (5#), 1+0:0:0:0:1, 4+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:1:0:1, 2+0:0:0:0:2, 3+0:0:0:0:3, 1+0:0:0:0:1, 3+0:1:1:0:1, 2+0:0:1:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:1:0:2, 3+0:1:0:0:2, 3+0:0:1:0:1, 2+0:0:1:0:1, 1+0:0:0:0:1, 1+0:0:1:0:0, 2+0:0:0:0:2, 1+0:0:0:0:1, 4+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:1:0:1, 1+0:0:0:0:1, 1+0:0:1:0:0, 4+0:0:0:0:3, 1+0:0:0:0:1, 62+0:5:9:0:40
Gb major (6b), 3+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:1:0:1, 2+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:1:0:1, 2+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:3, 1+0:0:0:0:1, 67+0:0:2:0:48
F# major (6#), 3+0:0:0:0:1, 5+0:1:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:1:0:1, 2+0:0:0:0:1, 3+0:1:1:0:2, 3+0:0:0:0:1, 4+0:1:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:1:0:2, 3+0:1:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 72+0:7:4:0:22
Eb minor (6b), 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:1:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 57+0:0:2:0:5
D# minor (6#), 3+0:0:0:0:2, 4+0:1:0:0:4, 1+0:0:0:0:1, 3+0:0:0:0:3, 1+0:0:0:0:1, 5+0:1:0:0:3, 2+0:0:0:0:2, 3+0:1:1:0:3, 3+0:0:0:0:2, 5+0:1:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:1:2:0:2, 3+0:1:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 4+0:1:0:0:4, 1+0:0:0:0:1, 3+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:1:0:2, 0+0:0:0:0:0, 62+0:7:4:0:53
Cb major (7b), 2+0:0:0:0:2, 4+0:0:0:0:4, 2+0:0:0:0:2, 3+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:1:1:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 4+0:0:0:0:4, 2+0:0:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:4, 1+0:0:0:0:1, 74+0:1:1:0:61
C# major (7#), 2+0:0:0:0:1, 4+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:1, 2+0:1:1:0:2, 2+0:0:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:1:0:2, 2+0:0:0:1:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 4+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 55+0:6:2:1:25
Ab minor (7b), 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:1:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 56+0:1:1:0:14
A# minor (7#), 2+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:1:1:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:2, 2+0:1:0:0:2, 0+0:0:0:0:0, 3+0:1:1:0:3, 0+0:0:0:0:0, 3+0:1:0:0:3, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:3, 1+0:0:0:0:1, 41+0:4:2:0:40
