 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, rowcost
C major (0), 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+3:2:0:0:2, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 5+0+3:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 6+0+4:0:0:0:0, 2+0+1:1:0:0:0, 4+0+5:0:0:0:0, 3+0+1:1:0:0:1, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 3+0+3:0:0:0:0, 1+0+0:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 5+0+4:0:0:0:0, 9+0+6:0:0:0:0, 2+0+2:0:0:0:0, 4+0+2:0:0:0:0, 6+0+4:3:0:0:3, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:0:0:0:0, 9+0+7:3:0:0:3, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 4+0+6:0:0:0:0, 3+0+2:1:0:0:1, 5+0+3:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:0:0:0:0, 0+0+0:0:0:0:0, 7+0+4:1:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 6+0+6:0:0:0:0, 2+0+1:0:0:0:0, 146+0+94:12:0:0:10
A minor (0), 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+2:2:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 5+0+3:0:0:0:0, 3+0+4:0:0:0:0, 2+0+0:0:0:0:0, 5+0+4:2:0:0:1, 2+0+2:0:0:0:0, 4+0+5:0:0:0:0, 3+0+2:1:0:0:1, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 3+0+3:0:0:0:0, 1+0+1:0:0:0:0, 4+0+3:1:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 6+0+2:1:1:0:1, 9+0+10:2:0:0:0, 2+0+0:0:0:0:0, 4+0+2:0:0:0:0, 6+0+4:3:0:0:3, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:0:0:0:0, 9+0+7:3:0:0:3, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 4+0+7:0:0:0:1, 3+0+0:0:0:0:0, 5+0+3:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 4+0+3:0:0:0:0, 0+0+0:0:0:0:0, 7+0+4:1:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 6+0+6:0:0:0:0, 2+0+1:0:0:0:0, 146+0+98:16:1:0:10
F major (1b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+3:2:0:0:2, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+3:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+5:1:0:0:2, 3+0+2:1:0:0:2, 4+0+4:0:0:0:1, 2+0+1:1:0:0:1, 0+0+0:0:0:0:0, 3+0+2:0:0:0:1, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+4:0:0:0:0, 8+0+6:0:1:0:1, 1+0+2:0:0:0:0, 3+0+2:0:0:0:0, 5+0+4:2:0:0:2, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:1:0:1, 8+0+7:3:0:0:3, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 4+0+6:0:1:0:1, 2+0+2:1:0:0:1, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+2:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+6:2:0:0:3, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 6+0+6:0:0:0:0, 1+0+1:0:0:0:0, 105+0+89:13:3:0:21
G major (1#), 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:2:0:0:0, 2+0+2:0:0:0:0, 4+0+2:0:0:0:0, 6+0+3:0:0:0:0, 3+0+1:0:0:0:0, 3+0+0:0:0:0:0, 4+0+4:1:0:0:1, 3+0+1:1:0:0:0, 3+0+3:0:0:0:0, 3+0+1:1:0:0:0, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:1:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 4+0+1:0:0:0:0, 2+0+2:0:0:0:0, 5+0+2:1:1:0:1, 7+0+10:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:0:0:0:0, 5+0+4:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+1:1:0:0:0, 2+0+2:0:0:0:0, 7+0+7:1:0:0:1, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 5+0+7:0:0:0:1, 2+0+0:0:0:0:0, 6+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+2:0:0:0:0, 3+0+0:0:0:0:0, 6+0+2:0:0:0:0, 0+0+0:0:0:0:0, 6+0+4:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 7+0+6:0:0:0:0, 3+0+1:0:0:0:0, 152+0+89:9:1:0:4
D minor (1b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:2:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+3:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 5+0+4:0:0:0:0, 3+0+1:1:0:0:0, 4+0+3:0:0:0:0, 2+0+1:1:0:0:0, 0+0+1:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:1:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 3+0+4:0:0:0:0, 8+0+6:0:1:0:1, 1+0+2:0:0:0:0, 3+0+2:0:0:0:0, 5+0+4:2:0:0:2, 0+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:0:1:0:1, 8+0+7:3:0:0:3, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 4+0+6:0:1:0:1, 2+0+0:0:0:0:0, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+2:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 8+0+4:1:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 6+0+6:0:0:0:0, 1+0+1:0:0:0:0, 109+0+91:11:3:0:8
E minor (1#), 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:2:0:0:0, 2+0+0:0:0:0:0, 4+0+2:0:0:0:0, 6+0+3:0:0:0:0, 3+0+3:0:0:0:1, 3+0+0:0:0:0:0, 3+0+4:1:0:0:1, 2+0+2:1:1:0:1, 3+0+3:0:0:0:0, 3+0+1:1:0:0:0, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:1:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+1:0:0:0:0, 2+0+2:0:0:0:0, 5+0+2:1:1:0:1, 7+0+10:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:0:0:0:0, 5+0+2:1:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+1:1:0:0:0, 2+0+2:0:0:0:0, 6+0+8:0:0:0:3, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 6+0+4:2:0:0:0, 2+0+3:2:0:0:0, 6+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+2:0:0:0:0, 3+0+0:0:0:0:0, 6+0+2:0:0:0:0, 0+0+0:0:0:0:0, 6+0+4:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:1:0:0:0, 0+0+0:0:0:0:0, 7+0+6:0:0:0:0, 3+0+1:0:0:0:0, 150+0+88:14:2:0:7
Bb major (2b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+3:2:0:0:2, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:0:1:0:1, 0+0+0:0:0:0:0, 4+0+5:1:0:0:2, 2+0+2:1:0:0:2, 3+0+4:0:0:0:1, 1+0+1:1:0:0:1, 0+0+0:0:0:0:0, 2+0+2:0:0:0:1, 3+0+2:1:1:0:1, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:0:0:0:0, 9+0+8:0:1:0:1, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+4:2:0:0:2, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:1:0:0, 9+0+7:3:0:0:3, 0+0+0:0:0:0:0, 0+0+1:0:0:0:0, 0+0+0:0:0:0:0, 5+0+7:0:1:0:1, 1+0+1:1:0:0:1, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+6:2:1:0:4, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 6+0+5:0:1:0:0, 0+0+0:0:0:0:0, 83+0+78:14:7:0:24
D major (2#), 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+2:2:0:0:0, 2+0+0:0:0:0:0, 6+0+2:0:0:0:0, 6+0+3:0:0:0:0, 3+0+4:0:0:0:0, 3+0+0:0:0:0:0, 5+0+4:0:0:0:0, 4+0+1:1:0:0:0, 4+0+3:0:0:0:0, 4+0+1:1:0:0:0, 1+0+1:0:0:0:0, 5+0+2:0:0:0:0, 3+0+2:1:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 7+0+4:0:0:0:0, 8+0+6:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:1:0:0:1, 5+0+4:1:0:0:1, 3+0+1:0:0:0:0, 5+0+2:0:0:0:0, 1+0+0:0:0:0:0, 3+0+3:0:0:0:0, 8+0+7:1:0:0:1, 3+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+1:0:0:0:0, 7+0+4:2:0:0:0, 3+0+3:2:0:0:0, 6+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+2:0:0:0:0, 4+0+2:0:0:0:0, 1+0+2:0:0:0:0, 3+0+0:0:0:0:0, 6+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+4:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 7+0+6:0:0:0:0, 4+0+1:0:0:0:0, 181+0+94:12:0:0:3
G minor (2b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:2:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:0:1:0:1, 0+0+0:0:0:0:0, 4+0+5:1:0:0:2, 2+0+2:1:0:0:2, 3+0+4:0:0:0:1, 1+0+1:1:0:0:1, 0+0+0:0:0:0:0, 2+0+2:0:0:0:1, 3+0+2:1:1:0:1, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:0:0:0:0, 10+0+10:2:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+4:2:0:0:2, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:1:0:0, 9+0+7:3:0:0:3, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+1:0:0:0:0, 6+0+7:0:0:0:1, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 8+0+4:1:1:0:1, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 6+0+5:0:1:0:0, 0+0+0:0:0:0:0, 87+0+78:14:5:0:16
B minor (2#), 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+4:0:1:0:2, 2+0+0:0:0:0:0, 6+0+2:0:0:0:0, 6+0+3:0:0:0:0, 3+0+3:0:0:0:0, 3+0+0:0:0:0:0, 5+0+4:0:0:0:0, 4+0+1:1:0:0:0, 4+0+3:0:0:0:0, 4+0+1:1:0:0:0, 1+0+1:0:0:0:0, 5+0+2:0:0:0:0, 3+0+2:1:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 3+0+1:0:0:0:0, 3+0+0:0:0:0:0, 7+0+4:0:0:0:0, 8+0+6:0:0:0:0, 3+0+2:0:0:0:0, 4+0+2:1:0:0:1, 4+0+4:2:1:0:2, 3+0+1:0:0:0:0, 5+0+2:0:0:0:0, 1+0+1:1:0:0:0, 3+0+3:0:0:0:0, 7+0+7:2:2:0:4, 3+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+1:0:0:0:0, 7+0+4:2:0:0:0, 3+0+3:2:0:0:0, 6+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+4:0:0:0:0, 4+0+2:0:0:0:0, 1+0+2:0:0:0:0, 3+0+0:0:0:0:0, 5+0+2:1:0:0:0, 1+0+0:0:0:0:0, 5+0+4:0:0:0:0, 2+0+0:0:0:0:0, 2+0+2:1:1:0:1, 0+0+0:0:0:0:0, 7+0+6:0:0:0:0, 4+0+1:0:0:0:0, 176+0+98:15:5:0:10
