 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, rowcost
C major (0), 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+3:2:0:0:2, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 5+0+3:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:1, 2+0+1:1:0:0:0, 4+0+3:0:0:0:0, 3+0+1:1:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 4+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 6+0+2:1:1:0:1, 9+0+10:0:0:0:0, 2+0+2:0:0:0:0, 4+0+2:0:0:0:0, 7+0+4:2:0:0:2, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 9+0+6:1:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 4+0+3:0:0:0:1, 3+0+0:0:0:0:0, 5+0+3:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+0:0:0:0:0, 0+0+0:0:0:0:0, 5+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+6:0:0:0:0, 2+0+1:0:0:0:0, 143+0+72:8:1:0:7
A minor (0), 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+2:2:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 5+0+3:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:1, 2+0+2:0:0:0:0, 4+0+3:0:0:0:0, 3+0+1:1:0:0:0, 0+0+0:0:0:0:0, 4+0+4:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 4+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 6+0+2:1:1:0:1, 9+0+10:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:1:0:0:0, 7+0+2:1:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 9+0+6:1:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 4+0+3:0:0:0:1, 3+0+0:0:0:0:0, 5+0+3:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+0:0:0:0:0, 0+0+0:0:0:0:0, 5+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 6+0+7:0:0:0:0, 2+0+1:0:0:0:0, 144+0+73:7:1:0:3
F major (1b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+3:2:0:0:2, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:1, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 4+0+3:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+3:0:0:0:0, 8+0+6:0:1:0:1, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 5+0+4:2:0:0:2, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:1:0:0, 8+0+6:1:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+3:0:1:0:1, 2+0+1:1:0:0:1, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+4:1:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+6:0:0:0:0, 1+0+1:0:0:0:0, 106+0+65:7:3:0:8
G major (1#), 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:2:0:0:0, 2+0+0:0:0:0:0, 4+0+2:0:0:0:0, 6+0+1:0:0:0:0, 3+0+2:0:0:0:0, 3+0+0:0:0:0:0, 2+0+3:0:0:0:1, 2+0+2:1:1:0:1, 3+0+3:0:0:0:0, 3+0+1:1:0:0:0, 1+0+0:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:1:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+1:0:0:0:0, 2+0+2:0:0:0:0, 5+0+2:1:1:0:1, 7+0+7:4:0:0:0, 2+0+0:0:0:0:0, 4+0+2:1:0:0:0, 5+0+2:1:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 7+0+6:1:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 6+0+4:2:0:0:0, 2+0+0:0:0:0:0, 6+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 6+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+4:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 7+0+6:0:0:0:0, 3+0+1:0:0:0:0, 148+0+67:15:2:0:3
D minor (1b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:2:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+3:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:1:0:0:0, 4+0+3:0:0:0:0, 2+0+1:1:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+2:1:1:0:1, 9+0+10:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:1:0:0:0, 5+0+2:1:0:0:0, 0+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:1:0:1, 8+0+6:1:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 4+0+3:0:1:0:1, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+4:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+7:0:0:0:0, 1+0+1:0:0:0:0, 108+0+67:8:3:0:3
E minor (1#), 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:2:0:0:0, 2+0+0:0:0:0:0, 5+0+4:0:0:0:0, 5+0+0:0:0:0:0, 4+0+1:0:0:0:0, 3+0+0:0:0:0:0, 2+0+2:0:0:0:1, 3+0+2:0:0:0:0, 3+0+3:0:0:0:0, 3+0+1:1:0:0:0, 1+0+0:0:0:0:0, 4+0+4:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 6+0+8:2:1:0:3, 7+0+10:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:1:0:0:0, 5+0+2:1:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 6+0+6:2:0:0:2, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 6+0+4:2:0:0:0, 2+0+0:0:0:0:0, 6+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 6+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 0+0+0:0:0:0:0, 7+0+7:0:0:0:0, 3+0+1:0:0:0:0, 153+0+74:11:1:0:6
Bb major (2b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:2:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 4+0+3:0:0:0:1, 2+0+2:1:0:0:2, 3+0+3:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+2:1:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:1:1:0:1, 10+0+7:3:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+2:1:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:1:0:0, 9+0+6:1:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 5+0+3:0:1:0:1, 1+0+1:1:0:0:1, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 7+0+4:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 6+0+5:0:1:0:1, 0+0+0:0:0:0:0, 89+0+58:11:4:0:7
D major (2#), 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+2:2:0:0:0, 2+0+0:0:0:0:0, 6+0+2:0:0:0:0, 6+0+3:0:0:0:0, 4+0+2:0:0:0:0, 3+0+0:0:0:0:0, 2+0+3:0:0:0:1, 3+0+2:1:1:0:1, 4+0+3:0:0:0:0, 4+0+1:1:0:0:0, 1+0+0:0:0:0:0, 5+0+2:0:0:0:0, 3+0+2:1:0:0:0, 2+0+0:0:0:0:0, 4+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 6+0+2:1:1:0:1, 7+0+7:4:0:0:0, 3+0+0:0:0:0:0, 5+0+2:1:0:0:0, 6+0+2:1:0:0:0, 3+0+1:0:0:0:0, 5+0+2:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 8+0+6:1:0:0:0, 3+0+2:0:0:0:0, 3+0+0:0:0:0:0, 4+0+1:0:0:0:0, 6+0+3:0:0:0:1, 3+0+3:2:0:0:0, 6+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 4+0+0:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 6+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 7+0+7:0:0:0:0, 4+0+1:0:0:0:0, 175+0+73:15:2:0:4
G minor (2b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:2:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:0, 2+0+1:1:0:0:0, 3+0+3:0:0:0:0, 1+0+1:1:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+2:1:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:1:1:0:1, 10+0+7:3:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 4+0+2:1:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:1:0:0, 9+0+6:1:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 5+0+5:0:1:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 7+0+4:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 7+0+7:0:0:0:0, 0+0+1:0:0:0:0, 90+0+59:11:3:0:1
B minor (2#), 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+4:0:1:0:1, 2+0+0:0:0:0:0, 7+0+4:0:0:0:0, 4+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+0:0:0:0:0, 2+0+3:0:0:0:1, 3+0+2:1:1:0:1, 4+0+4:0:0:0:0, 4+0+3:0:0:0:0, 1+0+0:0:0:0:0, 5+0+4:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:0:0:0:0, 5+0+3:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 7+0+8:2:1:0:3, 7+0+10:0:0:0:0, 3+0+3:0:0:0:0, 4+0+4:1:0:0:1, 5+0+3:0:0:0:0, 3+0+2:0:0:0:0, 5+0+3:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:2:0:0:0, 7+0+6:2:0:0:2, 3+0+2:0:0:0:0, 3+0+0:0:0:0:0, 4+0+3:0:0:0:0, 6+0+4:0:0:0:1, 4+0+3:1:0:0:1, 8+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:1:0:0:0, 5+0+5:0:0:0:0, 4+0+4:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 7+0+7:0:0:0:0, 4+0+1:0:0:0:0, 172+0+108:10:3:0:11
