 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
C major (0), 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 7+0:0:0:0:0, 2+0:0:0:0:0,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0,  , 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 57+0:0:0:0:6
A minor (0), 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0,  , 4+0:0:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:0, 8+0:0:0:0:0, 3+0:0:0:0:1,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:2, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 67+0:0:0:0:8
F major (1b), 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 6+0:0:0:0:0, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1,  , 1+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 57+0:6:0:0:6
G major (1#), 2+0:1:0:0:1, 2+0:1:0:0:0, 2+0:1:0:0:0,  , 2+0:1:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0,  , 3+0:2:0:0:1, 2+0:1:0:0:0, 4+0:1:0:0:1, 8+0:3:0:0:0, 3+0:2:0:0:0,  , 0+0:0:0:0:0, 1+0:1:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0,  , 2+0:0:0:0:1, 2+0:1:0:0:1, 3+0:2:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:0:0:0:0, 7+0:3:0:0:0, 3+0:1:0:0:1, 2+0:1:0:0:0, 0+0:0:0:0:0, 77+0:34:0:0:6
D minor (1b), 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0,  , 4+0:1:0:0:1, 2+0:0:0:0:0, 5+0:2:0:0:1, 7+0:1:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:1,  , 2+0:1:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 82+0:13:0:0:10
E minor (1#), 2+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0,  , 3+0:1:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0,  , 4+0:2:0:0:2, 3+0:0:0:0:0, 5+0:0:0:0:0, 9+0:1:0:0:1, 4+0:2:0:0:2,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1,  , 3+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:1, 8+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 93+0:16:0:0:16
Bb major (2b), 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0,  , 4+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:2, 7+0:0:0:0:1, 0+0:0:0:0:0,  , 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:1,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 64+0:3:0:0:16
D major (2#), 3+0:1:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:0,  , 3+0:1:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0,  , 4+0:2:0:0:1, 3+0:1:0:0:0, 5+0:1:0:0:1, 9+0:2:0:0:0, 4+0:2:0:0:0,  , 1+0:0:0:0:0, 1+0:1:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1,  , 3+0:0:0:0:1, 3+0:1:0:0:1, 4+0:2:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 6+0:2:0:0:0, 4+0:1:0:0:0, 1+0:1:0:0:0, 2+0:0:0:0:0, 8+0:3:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:0, 0+0:0:0:0:0, 102+0:30:0:0:10
G minor (2b), 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0,  , 3+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:0, 8+0:2:0:0:0, 1+0:0:0:0:0,  , 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0,  , 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 84+0:4:0:0:3
B minor (2#), 4+0:1:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1,  , 4+0:1:0:0:2, 3+0:1:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:0,  , 5+0:1:0:0:2, 4+0:0:0:0:1, 6+0:0:0:0:1, 9+0:0:0:0:1, 5+0:2:0:0:3,  , 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:2:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:2,  , 4+0:0:0:0:1, 3+0:1:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 7+0:1:0:0:2, 5+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 7+0:2:0:0:3, 5+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 110+0:14:0:0:37
