 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25
F# minor (3#), F# minor (3#), A minor (0), E minor (1#), D minor (1b), F major (1b), D minor (1b), F major (1b), C major (0), A minor (0), D minor (1b), G minor (2b), A minor (0), C major (0), C minor (3b), G minor (2b), Bb major (2b), Eb major (3b), Bb major (2b), D minor (1b), E minor (1#), D minor (1b), F major (1b), D minor (1b), F major (1b), F major (1b), F major (1b)
Ab major (4b), Eb major (3b), Bb major (2b), Bb major (2b), Bb major (2b), Eb major (3b), Bb major (2b), Eb major (3b), Eb major (3b), Bb major (2b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Eb major (3b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b)
E major (4#), A minor (0), A minor (0), E minor (1#), D minor (1b), G minor (2b), D minor (1b), G minor (2b), G minor (2b), A minor (0), D minor (1b), G minor (2b), A minor (0), G minor (2b), G minor (2b), G minor (2b), Bb major (2b), Bb major (2b), Bb major (2b), D minor (1b), E minor (1#), D minor (1b), G minor (2b), D minor (1b), G minor (2b), G minor (2b), G minor (2b)
F minor (4b), F minor (4b), F major (1b), F major (1b), F major (1b), F major (1b), F major (1b), F major (1b), Bb major (2b), F major (1b), F major (1b), Bb major (2b), C minor (3b), G minor (2b), C minor (3b), Eb major (3b), Ab major (4b), Ab major (4b), F minor (4b), F major (1b), F major (1b), F major (1b), F major (1b), F major (1b), F major (1b), F major (1b), F major (1b)
C# minor (4#), F# minor (3#), A minor (0), E minor (1#), D minor (1b), G minor (2b), D minor (1b), G minor (2b), G minor (2b), A minor (0), D minor (1b), G minor (2b), C minor (3b), G minor (2b), Bb major (2b), G minor (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), G minor (2b), D minor (1b), G minor (2b), D minor (1b), G minor (2b), G minor (2b), G minor (2b)
Db major (5b), Bb minor (5b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Eb major (3b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b)
B major (5#), F# major (6#), D minor (1b), E minor (1#), D minor (1b), F major (1b), D minor (1b), F major (1b), F major (1b), D minor (1b), D minor (1b), G minor (2b), C minor (3b), G minor (2b), Bb major (2b), G minor (2b), Bb major (2b), Bb major (2b), Bb major (2b), D minor (1b), E minor (1#), D minor (1b), F major (1b), D minor (1b), F major (1b), F major (1b), F major (1b)
Bb minor (5b), Bb minor (5b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b)
G# minor (5#), D# minor (6#), D minor (1b), G minor (2b), D minor (1b), F major (1b), D minor (1b), F major (1b), F major (1b), D minor (1b), D minor (1b), G minor (2b), C minor (3b), G minor (2b), Bb major (2b), G minor (2b), Bb major (2b), Bb major (2b), Bb major (2b), D minor (1b), G minor (2b), D minor (1b), F major (1b), D minor (1b), F major (1b), F major (1b), F major (1b)
Gb major (6b), Eb minor (6b), Eb major (3b), Bb major (2b), Bb major (2b), Eb major (3b), Bb major (2b), Eb major (3b), Eb major (3b), Bb major (2b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Eb major (3b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b)
F# major (6#), F# major (6#), D minor (1b), G minor (2b), D minor (1b), F major (1b), D minor (1b), F major (1b), C major (0), A minor (0), D minor (1b), G minor (2b), C minor (3b), G minor (2b), C minor (3b), G minor (2b), Bb major (2b), Eb major (3b), Bb major (2b), D minor (1b), G minor (2b), D minor (1b), F major (1b), D minor (1b), F major (1b), F major (1b), F major (1b)
Eb minor (6b), Eb major (3b), Bb major (2b), Bb major (2b), Bb major (2b), Eb major (3b), Bb major (2b), Eb major (3b), Eb major (3b), Bb major (2b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Eb major (3b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b)
D# minor (6#), D# minor (6#), D minor (1b), G minor (2b), D minor (1b), F major (1b), D minor (1b), F major (1b), C major (0), A minor (0), D minor (1b), G minor (2b), C minor (3b), G minor (2b), C minor (3b), G minor (2b), Bb major (2b), Eb major (3b), Bb major (2b), D minor (1b), G minor (2b), D minor (1b), F major (1b), D minor (1b), F major (1b), F major (1b), F major (1b)
Cb major (7b), Gb major (6b), Eb major (3b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), F major (1b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b)
C# major (7#), C# major (7#), D minor (1b), G minor (2b), D minor (1b), G minor (2b), D minor (1b), G minor (2b), G minor (2b), A minor (0), D minor (1b), G minor (2b), C minor (3b), G minor (2b), Bb major (2b), G minor (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), G minor (2b), D minor (1b), G minor (2b), D minor (1b), G minor (2b), G minor (2b), G minor (2b)
Ab minor (7b), Ab major (4b), Eb major (3b), Bb major (2b), Bb major (2b), Eb major (3b), Bb major (2b), Eb major (3b), Eb major (3b), Bb major (2b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Eb major (3b), Ab major (4b), Ab major (4b), Ab major (4b), Eb major (3b), Bb major (2b), Bb major (2b), Eb major (3b), Bb major (2b), Eb major (3b), Eb major (3b), Eb major (3b)
A# minor (7#), A# minor (7#), D minor (1b), G minor (2b), D minor (1b), G minor (2b), D minor (1b), G minor (2b), G minor (2b), A minor (0), D minor (1b), G minor (2b), C minor (3b), G minor (2b), Bb major (2b), G minor (2b), Bb major (2b), Bb major (2b), Bb major (2b), Bb major (2b), G minor (2b), D minor (1b), G minor (2b), D minor (1b), G minor (2b), G minor (2b), G minor (2b)
