 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, rowcost
C major (0), 1+0+3:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:1:0:0:0, 3+0+1:0:0:0:0, 3+0+3:0:0:0:0, 1+0+2:0:0:0:0, 4+0+3:1:0:0:0, 1+0+3:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+3:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:1:0:0:0, 3+0+1:0:0:0:0, 3+0+3:0:0:0:0, 1+0+2:0:0:0:0, 4+0+3:1:0:0:0, 1+0+3:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+3:0:0:0:0, 4+0+1:0:0:0:1, 3+0+2:0:0:0:0, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0,  , 3+0+1:1:0:0:1, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:0:0:0:1, 2+0+3:1:0:0:0, 4+0+4:1:0:0:1, 3+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+4:0:0:0:0, 4+0+0:0:0:0:0, 3+0+3:1:0:0:1, 7+0+5:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:1, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:1:0:0:1, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 5+0+2:2:0:0:2, 5+0+3:1:0:0:1, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 161+0+104:12:0:0:10
A minor (0), 1+0+3:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:1:0:0:0, 3+0+1:0:0:0:0, 3+0+3:0:0:0:0, 1+0+2:0:0:0:0, 4+0+3:1:0:0:0, 1+0+3:0:0:0:0, 3+0+0:0:0:0:0, 2+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+3:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 2+0+1:1:0:0:0, 3+0+1:0:0:0:0, 3+0+3:0:0:0:0, 1+0+2:0:0:0:0, 4+0+3:1:0:0:0, 1+0+3:0:0:0:0, 3+0+0:0:0:0:0, 2+0+3:0:0:0:0, 1+0+1:0:0:0:0, 4+0+3:0:0:0:0, 4+0+1:0:0:0:1, 3+0+2:0:0:0:0, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0,  , 3+0+1:1:0:0:1, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+3:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 3+0+1:1:0:0:0, 3+0+4:0:0:0:0, 2+0+2:0:0:0:0, 4+0+5:1:0:0:0, 3+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 4+0+4:0:0:0:0, 4+0+2:0:0:0:0, 3+0+1:0:0:0:0, 7+0+4:3:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+4:1:0:0:1, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 5+0+4:2:0:0:1, 5+0+3:1:0:0:1, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 162+0+119:14:0:0:5
F major (1b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:1:0:0:1, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+1:0:0:0:0, 5+0+3:1:0:0:0, 2+0+1:0:0:0:0, 2+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:1:0:0:1, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+1:0:0:0:0, 5+0+3:1:0:0:0, 2+0+1:0:0:0:0, 2+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0,  , 2+0+1:1:0:0:1, 2+0+4:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:0:0:0, 5+0+4:1:0:0:1, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:1, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+1:0:0:0:0, 2+0+6:0:0:0:0, 2+0+3:0:0:0:0, 2+0+3:1:0:0:1, 5+0+5:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:0:0:0:1, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:1:0:0:1, 3+0+2:0:0:0:0, 1+0+1:0:0:0:0, 5+0+3:1:0:0:1, 4+0+4:1:0:0:1, 1+0+0:0:0:0:0, 3+0+2:0:0:0:1, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 118+0+90:10:0:0:12
G major (1#), 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 3+0+3:0:0:0:0, 1+0+0:0:0:0:0, 3+0+3:0:0:0:0, 1+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 3+0+3:0:0:0:0, 1+0+0:0:0:0:0, 3+0+3:0:0:0:0, 1+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+2:0:0:0:0, 3+0+1:0:0:0:1, 4+0+1:0:0:0:0, 4+0+2:0:0:0:0, 3+0+0:0:0:0:0,  , 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+3:0:0:0:0, 2+0+0:0:0:0:0, 1+0+2:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:1:0:0:0, 4+0+4:0:0:0:0, 1+0+2:0:0:0:0, 4+0+5:1:0:0:0, 4+0+1:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+6:0:0:0:0, 5+0+3:0:0:0:0, 4+0+3:1:0:0:1, 5+0+5:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:1, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 3+0+1:0:0:0:0, 4+0+2:1:0:0:1, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 7+0+3:1:0:0:1, 4+0+3:1:0:0:1, 3+0+3:0:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 188+0+92:6:0:0:6
D minor (1b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:1:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 0+0+1:0:0:0:0, 5+0+3:1:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:1:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 0+0+1:0:0:0:0, 5+0+3:1:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:0:0:0:0, 3+0+1:0:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0,  , 2+0+1:1:0:0:1, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+3:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:0:0:0, 5+0+4:1:0:0:1, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0, 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+6:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 5+0+4:3:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+3:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:1:0:0:1, 3+0+2:0:0:0:0, 1+0+1:0:0:0:0, 5+0+3:1:0:0:1, 4+0+3:1:0:0:1, 1+0+3:0:0:0:0, 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 118+0+84:12:0:0:9
E minor (1#), 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 4+0+0:0:0:0:0, 1+0+2:0:0:0:0, 3+0+3:0:0:0:0, 1+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 4+0+0:0:0:0:0, 1+0+2:0:0:0:0, 3+0+3:0:0:0:0, 1+0+1:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+2:0:0:0:0, 3+0+1:0:0:0:1, 4+0+1:0:0:0:0, 4+0+2:0:0:0:0, 3+0+0:0:0:0:0,  , 3+0+1:0:0:0:0, 2+0+4:1:0:0:0, 2+0+0:0:0:0:0, 1+0+3:0:0:0:0, 2+0+0:0:0:0:0, 1+0+2:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:1:0:0:0, 4+0+4:0:0:0:0, 1+0+2:0:0:0:0, 4+0+5:1:0:0:0, 4+0+1:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 1+0+1:0:0:0:0, 4+0+4:0:0:0:0, 5+0+4:0:0:0:0, 4+0+1:0:0:0:0, 5+0+4:1:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:1, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+1:0:0:0:1, 1+0+2:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:1, 4+0+3:1:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 6+0+4:2:0:0:1, 4+0+3:1:0:0:1, 3+0+2:0:0:0:0, 3+0+4:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 190+0+98:8:0:0:6
Bb major (2b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:1:0:0:1, 1+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 5+0+3:0:1:0:2, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:1:0:0:1, 1+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 5+0+3:0:1:0:2, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 1+0+1:1:0:0:1, 2+0+2:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 4+0+3:0:0:0:0, 4+0+3:1:0:0:2, 2+0+1:0:0:0:0, 3+0+5:0:0:0:1, 2+0+1:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+4:0:1:0:0, 1+0+0:0:0:0:0, 1+0+3:1:0:0:1, 6+0+2:0:0:0:1, 1+0+1:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+2:0:0:0:1, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+2:1:0:0:1, 3+0+2:0:0:0:1, 1+0+0:0:0:0:0, 3+0+2:2:0:0:2, 3+0+4:1:0:0:1, 0+0+0:0:0:0:0, 2+0+2:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 87+0+67:9:3:0:22
D major (2#), 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+2:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 2+0+4:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+2:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 2+0+4:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 1+0+1:0:0:0:0, 5+0+2:0:0:0:0, 4+0+1:0:0:0:1, 5+0+1:0:0:0:0, 5+0+2:0:0:0:0, 4+0+0:0:0:0:0,  , 4+0+2:0:0:0:0, 2+0+2:0:0:0:0, 3+0+0:0:0:0:0, 2+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+1:0:0:0:0, 4+0+2:0:0:0:0, 4+0+1:1:0:0:1, 2+0+2:0:0:0:0, 3+0+5:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:0:1:0:1, 4+0+2:0:0:0:0, 3+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+6:0:0:0:0, 5+0+4:0:0:0:0, 3+0+1:0:0:0:0, 4+0+4:1:0:0:0, 3+0+1:0:0:0:0, 6+0+1:0:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 5+0+1:0:0:0:0, 3+0+1:0:0:0:0, 5+0+2:1:0:0:1, 4+0+2:0:0:0:0, 3+0+1:0:0:0:0, 5+0+4:1:0:0:1, 4+0+3:1:0:0:1, 4+0+2:0:0:0:0, 4+0+4:0:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 216+0+103:5:1:0:6
G minor (2b), 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:1:0:0:1, 1+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+2:0:0:0:0, 5+0+3:1:1:0:1, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:1:0:0:1, 1+0+1:0:0:0:0, 2+0+0:0:0:0:0, 0+0+2:0:0:0:0, 5+0+3:1:1:0:1, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 2+0+1:0:0:0:1, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 1+0+1:1:0:0:1, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+2:0:0:0:1, 4+0+3:1:0:0:0, 4+0+5:1:0:0:0, 2+0+1:0:0:0:0, 3+0+5:0:0:0:1, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+4:0:1:0:0, 1+0+3:0:0:0:0, 1+0+1:0:0:0:0, 6+0+4:3:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+2:1:0:0:1, 3+0+2:0:0:0:1, 1+0+1:0:0:0:0, 3+0+2:2:0:0:2, 3+0+3:1:0:0:1, 0+0+3:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 87+0+79:14:3:0:14
B minor (2#), 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+2:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 2+0+4:0:0:0:0, 2+0+1:1:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+2:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 3+0+3:0:0:0:0, 2+0+0:0:0:0:0, 2+0+4:0:0:0:0, 2+0+1:1:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+1:0:0:0:0, 5+0+2:0:0:0:0, 4+0+1:0:0:0:1, 5+0+1:0:0:0:0, 5+0+2:0:0:0:0, 4+0+0:0:0:0:0,  , 4+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 2+0+3:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:1:0:0:1, 2+0+2:0:0:0:0, 3+0+5:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:0:1:0:1, 4+0+2:0:0:0:0, 3+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+4:0:0:0:0, 5+0+4:0:0:0:0, 3+0+1:0:0:0:0, 4+0+4:1:0:0:0, 3+0+1:0:0:0:0, 6+0+1:0:0:0:1, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 5+0+3:0:0:0:0, 3+0+1:0:0:0:0, 5+0+2:1:0:0:1, 4+0+2:0:0:0:0, 3+0+1:0:0:0:0, 5+0+4:1:0:0:1, 4+0+3:1:0:0:1, 4+0+2:0:0:0:0, 4+0+4:2:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 216+0+94:9:1:0:7
