 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, rowcost
C major (0), 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:0, 7+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:1, 5+0:0:1:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:1:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 9+0:0:0:0:0, 5+0:0:1:0:3, 8+0:0:2:0:2, 4+0:0:0:0:1, 1+0:0:0:0:0, 239+0:0:6:0:12
A minor (0), 2+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:0:0:2, 1+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:0:0:2, 1+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 7+0:0:0:0:3, 8+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:1:0:3, 6+0:0:1:0:2, 5+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+1:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:3, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:1:0:3, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:3, 1+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:3, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 10+0:0:0:0:2, 5+0:0:1:0:3, 8+1:0:2:0:4, 5+0:0:0:0:3, 1+0:0:0:0:0, 284+2:0:6:0:105
F major (1b), 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 6+0:0:0:0:0, 2+0:1:0:0:1, 4+0:0:1:0:1, 4+0:0:1:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 9+0:0:1:0:1, 4+0:1:1:0:2, 7+0:0:2:0:2, 4+0:0:0:0:0, 0+0:0:0:0:0, 175+0:4:7:0:11
G major (1#), 3+0:2:0:0:0, 5+0:2:0:0:0, 3+0:3:0:0:1, 5+0:4:0:0:1, 4+0:3:0:0:0, 4+0:3:0:0:1, 6+0:3:0:0:1, 2+0:1:0:0:0, 6+0:3:0:0:0, 2+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 5+0:2:0:0:0, 3+0:3:0:0:1, 5+0:4:0:0:1, 4+0:3:0:0:0, 4+0:3:0:0:1, 6+0:3:0:0:1, 2+0:1:0:0:0, 6+0:3:0:0:0, 2+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 3+0:3:0:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 5+0:4:0:0:1, 6+0:3:0:0:1, 4+0:2:0:0:0, 6+0:5:1:0:2, 4+0:3:1:0:1, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:3:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 5+0:4:0:0:2, 5+0:4:0:0:1, 4+0:2:0:0:0, 5+0:3:0:0:0, 1+0:1:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:0, 4+0:4:1:0:2, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 3+0:3:0:0:1, 5+0:2:0:0:0, 5+0:3:0:0:0, 4+0:3:0:0:0, 3+0:2:0:0:0, 6+0:4:0:0:1, 2+0:1:0:0:0, 2+0:1:0:0:0, 5+0:4:0:0:1, 4+0:3:0:0:0, 3+0:2:0:0:0, 3+0:3:0:0:1, 5+0:4:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 8+0:4:0:0:0, 6+0:4:1:0:2, 9+0:6:2:0:3, 4+0:2:0:0:0, 2+0:1:0:0:0, 291+0:191:6:0:32
D minor (1b), 1+0:0:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 4+0:1:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 6+0:1:0:0:2, 7+0:2:0:0:1, 2+0:1:1:0:1, 5+0:0:1:0:3, 5+0:1:1:0:1, 4+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:1, 3+1:0:0:0:1, 4+0:0:0:0:2, 3+0:1:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:1:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 10+0:2:1:0:1, 5+0:0:1:0:2, 7+1:1:2:0:4, 5+0:0:0:0:1, 1+0:0:0:0:0, 223+2:21:8:0:67
E minor (1#), 4+0:2:0:0:2, 6+0:2:0:0:2, 3+0:3:0:0:3, 6+0:2:0:0:2, 5+0:2:0:0:2, 4+0:3:0:0:3, 6+0:3:0:0:3, 3+0:1:0:0:1, 6+1:2:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:2, 5+0:2:0:0:2, 6+0:2:0:0:2, 3+0:3:0:0:3, 6+0:2:0:0:2, 5+0:2:0:0:2, 4+0:3:0:0:3, 6+0:3:0:0:3, 3+0:1:0:0:1, 6+1:2:0:0:2, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:2, 5+0:2:0:0:2, 5+0:2:0:0:2, 3+0:3:0:0:3, 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:4:0:0:4, 6+0:3:0:0:3, 5+0:2:0:0:2, 7+0:4:1:0:4, 4+0:3:1:0:3, 6+0:2:0:0:2, 3+0:1:0:0:1, 4+0:2:0:0:2, 7+0:3:0:0:3, 4+0:3:0:0:3, 4+0:1:0:0:1, 4+0:2:0:0:2, 5+0:4:0:0:4, 5+0:4:0:0:4, 5+0:2:0:0:2, 6+0:3:0:0:3, 1+0:1:0:0:1, 5+0:3:0:0:3, 4+0:2:0:0:2, 4+0:1:0:0:1, 5+0:3:0:0:3, 4+0:4:1:0:4, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:3:0:0:3, 3+0:3:0:0:3, 6+0:2:0:0:2, 6+0:3:0:0:3, 5+0:2:0:0:2, 4+0:1:0:0:1, 7+0:4:0:0:4, 3+0:1:0:0:1, 3+0:1:0:0:1, 5+0:4:0:0:4, 5+0:3:0:0:3, 4+0:2:0:0:2, 3+0:3:0:0:3, 5+0:3:0:0:3, 3+0:1:0:0:1, 2+0:0:0:0:0, 7+1:2:0:0:2, 7+0:4:1:0:4, 9+1:5:2:0:5, 5+0:2:0:0:2, 3+0:1:0:0:1, 340+4:170:6:0:170
Bb major (2b), 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 1+0:1:0:0:1, 3+0:0:1:0:1, 3+0:0:1:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 8+0:0:1:0:0, 3+0:1:1:0:2, 7+0:0:2:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 129+0:4:7:0:20
D major (2#), 3+0:2:0:0:1, 6+0:2:0:0:1, 3+0:3:0:0:1, 6+0:3:0:0:1, 5+0:3:0:0:1, 5+0:3:0:0:1, 6+0:3:0:0:1, 3+0:1:0:0:0, 6+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:1, 6+0:2:0:0:1, 3+0:3:0:0:1, 6+0:3:0:0:1, 5+0:3:0:0:1, 5+0:3:0:0:1, 6+0:3:0:0:1, 3+0:1:0:0:0, 6+0:3:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:1, 4+0:2:0:0:1, 5+0:2:0:0:1, 4+0:3:0:0:1, 3+0:2:0:0:1, 4+0:2:0:0:1, 6+0:4:0:0:2, 7+0:3:0:0:1, 4+0:2:1:0:1, 7+0:5:1:0:3, 5+0:3:1:0:1, 6+0:2:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 7+0:3:0:0:2, 5+0:3:0:0:1, 4+0:1:0:0:0, 4+0:2:0:0:1, 4+1:3:0:0:1, 6+0:4:0:0:2, 5+0:2:0:0:1, 5+0:3:0:0:1, 2+0:1:0:0:0, 5+0:3:0:0:2, 4+0:2:0:0:1, 4+0:2:0:0:0, 4+0:3:0:0:1, 4+0:4:1:0:2, 4+0:2:0:0:1, 4+0:2:0:0:1, 5+0:3:0:0:1, 4+0:3:0:0:1, 5+0:2:0:0:1, 6+0:3:0:0:1, 5+0:3:0:0:1, 4+0:2:0:0:0, 7+0:4:0:0:2, 3+0:1:0:0:0, 2+0:1:0:0:0, 5+0:4:0:0:2, 4+0:3:0:0:1, 4+0:2:0:0:1, 3+0:3:0:0:1, 6+0:3:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 9+0:3:0:0:0, 7+0:4:1:0:2, 9+1:5:2:0:4, 5+0:2:0:0:0, 3+0:1:0:0:0, 339+2:184:7:0:65
G minor (2b), 2+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:1:0:0:0, 4+0:0:1:0:2, 2+0:0:1:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 7+0:1:1:0:1, 4+0:1:1:0:2, 8+0:0:2:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 181+0:3:7:0:33
B minor (2#), 3+0:2:0:0:3, 6+0:2:0:0:3, 3+0:3:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:4, 7+0:3:0:0:4, 4+0:1:0:0:2, 4+1:2:0:0:3, 2+0:1:0:0:1, 5+0:1:0:0:2, 3+0:2:0:0:3, 4+0:2:0:0:3, 6+0:2:0:0:3, 3+0:3:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:3, 5+0:3:0:0:4, 7+0:3:0:0:4, 4+0:1:0:0:2, 4+1:2:0:0:3, 2+0:1:0:0:1, 5+0:1:0:0:2, 3+0:2:0:0:3, 4+0:2:0:0:3, 5+0:2:0:0:3, 4+0:3:0:0:3, 3+0:2:0:0:3, 4+0:2:0:0:3, 6+0:4:0:0:4, 7+0:3:0:0:4, 5+0:2:1:0:4, 8+0:4:1:0:5, 6+0:2:1:0:3, 7+0:2:0:0:3, 4+0:1:0:0:2, 4+0:1:0:0:2, 7+0:3:0:0:4, 5+0:3:0:0:4, 4+0:1:0:0:2, 4+0:2:0:0:3, 4+1:3:0:0:3, 6+0:4:0:0:5, 6+0:2:0:0:3, 5+0:3:0:0:4, 2+0:1:0:0:1, 6+0:3:0:0:4, 4+0:2:0:0:3, 5+0:1:0:0:2, 4+0:3:0:0:4, 4+0:4:1:0:4, 4+0:2:0:0:3, 4+0:2:0:0:3, 6+0:3:0:0:4, 4+0:3:0:0:3, 5+0:2:0:0:3, 6+0:3:0:0:4, 5+0:1:0:0:2, 5+0:1:0:0:2, 7+0:4:0:0:5, 4+0:1:0:0:2, 2+0:1:0:0:2, 5+0:4:0:0:5, 4+0:3:0:0:4, 4+0:2:0:0:3, 3+0:3:0:0:3, 6+0:3:0:0:4, 2+0:1:0:0:2, 2+0:0:0:0:1, 10+0:3:0:0:4, 8+0:4:1:0:5, 10+1:5:2:0:6, 6+0:2:0:0:3, 4+0:1:0:0:2, 356+4:167:7:0:231
