 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, rowcost
C major (0), 1+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 6+0:0:1:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 148+0:0:2:0:12
A minor (0), 2+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+1:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:1, 6+0:0:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 6+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:1, 181+1:0:2:0:55
F major (1b), 0+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:1:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:1:0:1, 3+0:0:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 5+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 104+0:10:6:0:16
G major (1#), 1+0:1:0:0:0, 4+0:1:0:0:2, 3+0:2:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:0, 3+0:2:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 5+0:2:0:0:2, 4+0:2:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 5+0:1:0:0:0, 2+0:2:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 5+0:3:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 2+0:2:1:0:1, 4+0:1:0:0:2, 1+0:1:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 5+0:1:0:0:0, 5+0:4:1:0:1, 2+0:1:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:1, 3+0:1:0:0:0, 3+0:1:0:0:1, 5+0:3:0:0:0, 5+0:3:0:0:1, 6+0:2:0:0:1, 5+0:3:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 191+0:107:2:0:14
D minor (1b), 1+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:1:0:1, 4+0:0:0:0:1, 1+0:0:0:0:1, 5+0:1:0:0:0, 4+0:1:1:0:1, 5+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 4+0:1:1:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 5+0:1:0:0:0, 5+0:1:1:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 5+0:2:0:0:0, 3+0:1:1:0:2, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 156+0:16:7:0:30
E minor (1#), 1+0:1:0:0:1, 4+0:1:0:0:1, 4+0:2:0:0:2, 2+0:1:0:0:1, 2+0:1:0:0:1, 4+0:2:0:0:2, 5+0:2:0:0:2, 3+0:2:0:0:2, 2+0:0:0:0:0, 2+0:1:0:0:1, 6+0:2:0:0:2, 5+0:2:0:0:2, 1+0:1:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 2+0:1:0:0:1, 4+0:1:0:0:1, 6+0:2:0:0:2, 4+0:2:0:0:2, 5+0:1:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:1, 3+0:1:0:0:1, 4+0:2:0:0:2, 1+0:1:0:0:1, 3+0:1:0:0:1, 6+0:3:0:0:3, 3+0:1:0:0:1, 3+0:1:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:1:0:0:1, 3+0:1:0:0:1, 2+0:1:0:0:1, 2+0:2:1:0:2, 4+0:1:0:0:1, 1+0:1:0:0:1, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 4+0:3:0:0:3, 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:1:0:0:1, 5+0:4:1:0:4, 3+0:1:0:0:1, 4+0:2:0:0:2, 3+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 6+0:3:0:0:3, 6+0:2:0:0:2, 6+0:2:0:0:2, 6+0:3:0:0:3, 6+0:2:0:0:2, 3+0:1:0:0:1, 5+0:1:0:0:1, 3+0:1:0:0:1, 3+0:2:0:0:2, 3+0:2:0:0:2, 4+0:1:0:0:1, 2+0:1:0:0:1, 224+0:95:2:0:95
Bb major (2b), 1+0:0:0:0:0, 2+0:1:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:1:0:0, 2+0:0:1:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 4+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:1:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:2, 2+0:1:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 87+0:10:6:0:17
D major (2#), 2+0:1:0:0:0, 5+0:1:0:0:1, 4+0:2:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:1, 5+0:3:0:0:1, 4+0:2:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 6+0:2:0:0:2, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:0, 6+0:3:0:0:1, 3+0:2:0:0:1, 6+0:1:0:0:0, 3+0:2:0:0:0, 5+0:2:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 6+0:3:0:0:2, 3+0:1:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:1, 3+0:2:0:0:1, 5+0:2:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:1:0:1, 5+0:1:0:0:1, 2+0:1:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:0, 5+0:3:0:0:1, 3+0:2:0:0:1, 3+0:2:0:0:1, 6+0:1:0:0:0, 5+0:4:1:0:2, 2+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:1, 4+0:1:0:0:0, 4+0:1:0:0:1, 6+0:3:0:0:1, 6+0:3:0:0:1, 7+0:2:0:0:0, 5+0:3:1:0:2, 5+0:2:0:0:1, 4+0:1:0:0:0, 5+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:1, 4+0:2:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 243+0:105:3:0:28
G minor (2b), 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:1:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:1:0:1, 2+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:1:0:1, 3+0:0:1:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:1:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:1:0:1, 3+0:1:0:0:0, 3+0:0:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 130+0:9:6:0:14
B minor (2#), 2+0:1:0:0:1, 6+0:1:0:0:2, 5+0:2:0:0:3, 4+0:1:0:0:2, 4+0:1:0:0:2, 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 3+0:0:0:0:0, 2+0:1:0:0:1, 7+0:2:0:0:3, 6+0:2:0:0:3, 2+0:1:0:0:1, 4+0:1:0:0:2, 4+0:1:0:0:2, 4+0:1:0:0:2, 6+0:1:0:0:2, 6+0:2:0:0:3, 3+0:2:0:0:3, 7+0:1:0:0:3, 4+0:0:0:0:0, 6+0:1:0:0:2, 5+0:1:0:0:2, 6+0:2:0:0:3, 2+0:1:0:0:1, 4+0:1:0:0:2, 6+0:3:0:0:4, 4+0:1:0:0:2, 4+0:1:0:0:2, 3+0:2:0:0:3, 3+0:2:0:0:3, 6+0:2:0:0:3, 4+0:1:0:0:1, 3+0:1:0:0:1, 3+0:2:1:0:2, 6+0:1:0:0:2, 2+0:1:0:0:1, 5+0:2:0:0:3, 4+0:2:0:0:3, 5+0:2:0:0:3, 6+0:3:0:0:4, 3+0:2:0:0:3, 3+0:2:0:0:3, 7+0:1:0:0:3, 5+0:4:1:0:4, 2+0:1:0:0:2, 5+0:2:0:0:3, 5+0:2:0:0:3, 4+0:1:0:0:2, 5+0:1:0:0:2, 7+0:3:0:0:4, 7+0:2:0:0:3, 8+0:1:0:0:2, 5+0:3:1:0:5, 5+0:2:0:0:4, 5+0:1:0:0:2, 6+0:1:0:0:2, 4+0:1:0:0:2, 4+0:2:0:0:3, 5+0:2:0:0:3, 5+0:1:0:0:1, 4+0:1:0:0:2, 284+0:95:3:0:149
