 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, rowcost
C major (0), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0,  , 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 107+0:0:0:0:11
A minor (0), 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 126+0:0:0:0:31
F major (1b), 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0,  , 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1,  , 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 113+0:4:0:0:4
G major (1#), 1+0:1:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0,  , 1+0:1:0:0:0, 2+0:2:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 2+0:1:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 4+0:3:0:0:1, 3+0:2:0:0:0, 3+0:3:0:0:1, 1+0:0:0:0:0, 3+0:2:0:0:1, 5+0:3:0:0:0, 3+0:2:0:0:0, 2+0:2:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 3+0:2:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:2, 1+0:1:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:1, 0+0:0:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0,  , 3+0:1:0:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 6+0:4:0:0:2, 2+0:1:0:0:0, 1+0:0:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 5+0:3:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 136+0:88:0:0:15
D minor (1b), 3+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0,  , 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:2, 4+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 3+0:1:0:0:0,  , 3+0:1:0:0:0, 4+0:0:0:0:1, 2+0:1:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 3+0:1:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 144+0:15:0:0:29
E minor (1#), 2+0:1:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0,  , 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 4+0:2:0:0:2, 4+0:1:0:0:1, 4+0:2:0:0:2, 2+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 5+0:2:0:0:2, 3+0:1:0:0:1, 3+0:2:0:0:2, 1+0:0:0:0:0, 3+0:2:0:0:2, 5+0:0:0:0:0, 4+0:1:0:0:1, 3+0:1:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 4+0:2:0:0:2, 0+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0,  , 4+0:0:0:0:0, 4+0:2:0:0:2, 4+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 6+0:4:0:0:4, 2+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 145+0:36:0:0:36
Bb major (2b), 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:2,  , 3+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 95+0:3:0:0:24
D major (2#), 2+0:1:0:0:0, 2+0:2:0:0:1, 3+0:1:0:0:0,  , 2+0:1:0:0:0, 3+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:1, 4+0:1:0:0:0, 4+0:2:0:0:1, 3+0:1:0:0:1, 2+0:1:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:1, 2+0:1:0:0:0, 4+0:2:0:0:1, 2+0:2:0:0:1, 3+0:2:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:2, 4+0:2:0:0:0, 4+0:2:0:0:0, 2+0:2:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:1, 2+0:1:0:0:0, 4+0:0:0:0:1, 1+0:1:0:0:0, 0+0:0:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:1, 0+0:0:0:0:0, 4+0:1:0:0:0, 1+0:1:0:0:0,  , 4+0:0:0:0:1, 4+0:2:0:0:1, 4+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 7+0:4:0:0:3, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:0, 4+0:1:0:0:0, 5+0:3:0:0:0, 3+0:1:0:0:1, 1+0:1:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:1, 2+0:1:0:0:0, 0+0:0:0:0:0, 167+0:69:0:0:26
G minor (2b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:1, 3+0:1:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0,  , 4+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:2, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 124+0:3:0:0:10
B minor (2#), 3+0:1:0:0:1, 1+0:1:0:0:1, 3+0:0:0:0:1,  , 3+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:1, 3+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:2, 1+0:1:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:1, 4+0:2:0:0:3, 3+0:1:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:2, 3+0:0:0:0:1, 4+0:1:0:0:2, 3+0:1:0:0:1, 0+0:0:0:0:0, 4+0:1:0:0:2, 2+0:0:0:0:0,  , 3+0:0:0:0:1, 3+0:1:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:2, 2+0:1:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 7+0:2:0:0:3, 3+0:1:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:2, 4+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 0+0:0:0:0:0, 4+0:1:0:0:2, 3+0:1:0:0:2, 3+0:1:0:0:1, 1+0:0:0:0:0, 160+0:31:0:0:69
Eb major (3b), 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0,  , 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:2,  , 2+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 74+0:3:0:0:37
A major (3#), 3+0:1:0:0:1, 2+0:1:0:0:0, 4+0:0:0:0:0,  , 3+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 3+0:2:0:0:1, 3+0:1:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:2:0:0:1, 5+0:2:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:1, 3+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 5+0:1:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0,  , 5+0:0:0:0:1, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:0, 7+0:3:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 185+0:35:0:0:21
C minor (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:2:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 3+0:1:0:0:0,  , 2+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 70+0:7:0:0:9
F# minor (3#), 3+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:2,  , 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:2, 6+0:1:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:1:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:1, 5+0:1:0:0:3, 3+0:1:0:0:2, 5+0:1:0:0:3, 2+0:0:0:0:0, 2+0:1:0:0:2, 0+0:0:0:0:0, 3+0:1:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:1:0:0:3, 2+0:0:0:0:2, 4+0:1:0:0:3, 5+0:1:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:3, 2+0:0:0:0:0,  , 6+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:1:0:0:2, 1+0:0:0:0:1, 6+0:0:0:0:2, 8+0:2:0:0:4, 4+0:0:0:0:2, 2+0:0:0:0:2, 6+0:0:0:0:2, 5+0:1:0:0:3, 5+0:2:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:0, 4+0:1:0:0:3, 3+0:0:0:0:1, 2+0:1:0:0:2, 0+0:0:0:0:0, 197+0:20:0:0:99
