 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, rowcost
Eb major (3b), 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:0:0:2, 3+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:1:0:0, 3+0:1:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 56+0:5:1:0:33
A major (3#), 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:3:1:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 67+0:7:1:0:4
C minor (3b), 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:1:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 49+0:5:1:0:4
F# minor (3#), 2+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:1:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 3+0:3:1:0:3, 2+0:0:0:0:0, 1+0:0:0:0:1, 4+0:2:0:0:4, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 85+0:7:1:0:45
Ab major (4b), 2+0:0:0:0:1, 4+0:0:0:0:3, 1+0:0:0:0:1, 3+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 3+0:1:0:0:3, 2+0:0:0:0:1, 4+0:0:0:0:3, 1+0:0:0:0:1, 3+0:0:0:0:2, 4+0:1:0:0:3, 4+0:1:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:3, 1+0:0:0:0:1, 3+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:1:0:0, 3+0:1:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 4+0:1:0:0:3, 1+0:0:0:0:1, 0+0:0:0:0:0, 78+0:5:1:0:55
E major (4#), 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:3:1:0:3, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:2:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 89+0:7:1:0:7
F minor (4b), 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:1:0:1, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 60+0:5:1:0:6
C# minor (4#), 3+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 5+0:1:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 4+0:3:1:0:3, 1+0:0:0:0:1, 2+0:0:0:0:1, 5+0:2:0:0:4, 2+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:3, 2+0:0:0:0:2, 3+0:1:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 98+0:7:1:0:65
Db major (5b), 2+0:0:0:0:2, 5+0:0:0:0:4, 2+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:1, 4+0:1:0:0:3, 2+0:0:0:0:2, 5+0:0:0:0:4, 2+0:0:0:0:1, 4+0:0:0:0:3, 5+0:1:0:0:4, 4+0:1:0:0:4, 2+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:2, 5+0:0:0:0:4, 2+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:1:0:1, 4+0:1:0:0:3, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:1, 5+0:1:0:0:4, 2+0:0:0:0:1, 0+0:0:0:0:0, 99+0:5:1:0:77
B major (5#), 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:1:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 4+0:3:1:0:3, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:2:0:0:3, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 110+0:7:1:0:23
Bb minor (5b), 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+0:1:0:0:1, 3+0:1:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:1:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 81+0:5:1:0:16
G# minor (5#), 4+0:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:3, 6+0:1:0:0:4, 4+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:3, 4+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:3, 4+0:3:1:0:4, 2+0:0:0:0:1, 3+0:0:0:0:2, 5+0:2:0:0:5, 2+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:4, 2+0:0:0:0:2, 4+0:1:0:0:3, 2+0:0:0:0:2, 1+0:0:0:0:1, 112+0:7:1:0:88
Gb major (6b), 3+0:0:0:0:2, 5+0:0:0:0:5, 3+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:4, 3+0:0:0:0:2, 4+0:1:0:0:4, 2+0:0:0:0:2, 5+0:0:0:0:5, 3+0:0:0:0:2, 5+0:0:0:0:4, 6+0:1:0:0:5, 5+0:1:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:3, 3+0:0:0:0:2, 5+0:0:0:0:5, 3+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:4, 2+0:0:1:0:1, 4+0:1:0:0:4, 2+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 3+0:0:0:0:2, 5+0:1:0:0:5, 3+0:0:0:0:2, 1+0:0:0:0:0, 121+0:5:1:0:96
F# major (6#), 4+0:0:0:0:2, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:1, 6+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:3:1:0:3, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+0:2:0:0:4, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 128+0:7:1:0:45
Eb minor (6b), 2+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:2, 1+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:1:0:0:2, 4+0:1:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 3+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:1:0:0, 4+0:1:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:1:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 99+0:5:1:0:31
D# minor (6#), 4+0:0:0:0:4, 5+0:0:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:4, 4+0:0:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:2, 3+0:0:0:0:3, 5+0:0:0:0:4, 3+0:0:0:0:2, 5+0:0:0:0:4, 6+0:1:0:0:5, 3+0:0:0:0:3, 4+0:0:0:0:4, 3+0:0:0:0:3, 4+0:0:0:0:4, 5+0:0:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:4, 4+0:0:0:0:4, 4+0:3:1:0:4, 4+0:0:0:0:2, 3+0:0:0:0:3, 5+0:2:0:0:5, 3+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:4, 4+0:0:0:0:4, 3+0:0:0:0:2, 6+0:1:0:0:4, 3+0:0:0:0:2, 1+0:0:0:0:1, 131+0:7:1:0:110
Cb major (7b), 4+0:0:0:0:3, 6+0:0:0:0:4, 3+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 3+0:0:0:0:3, 4+0:1:0:0:4, 3+0:0:0:0:2, 6+0:0:0:0:4, 3+0:0:0:0:3, 5+0:0:0:0:5, 6+0:1:0:0:6, 5+0:1:0:0:5, 4+0:0:0:0:3, 4+0:0:0:0:3, 4+0:0:0:0:3, 6+0:0:0:0:4, 3+0:0:0:0:3, 5+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 1+0:0:0:0:1, 4+0:1:0:0:4, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:3, 4+0:0:0:0:4, 4+0:0:0:0:3, 5+0:0:0:0:4, 3+0:0:0:0:3, 5+0:1:0:0:5, 3+0:0:0:0:3, 1+0:0:0:0:1, 136+0:5:0:0:115
C# major (7#), 4+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:2, 5+0:0:0:0:2, 6+0:1:0:0:3, 4+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 6+0:0:0:0:2, 3+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 4+0:3:1:0:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 5+0:2:0:0:4, 3+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:2, 5+0:1:0:0:2, 3+0:0:0:0:2, 0+0:0:0:0:0, 137+0:7:1:0:65
Ab minor (7b), 4+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:3, 3+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 5+0:1:0:0:3, 5+0:1:0:0:3, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:1:0:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 115+0:5:0:0:50
