 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, rowcost
C major (0), 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:1:0:1, 4+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:1:0:1, 4+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:0:1, 8+0:0:0:0:1, 8+0:0:0:0:2, 5+1:0:1:0:1, 5+1:0:1:0:1, 3+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:1:0:1, 5+0:0:0:0:2, 6+0:0:0:0:1, 7+1:0:1:0:3, 5+1:0:1:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 8+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+1:0:1:0:1, 5+0:0:0:0:1, 6+0:0:0:0:1, 4+1:0:1:0:2, 5+0:0:1:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 6+1:0:1:0:2, 6+0:0:0:0:1, 6+0:0:0:0:1, 7+1:0:1:0:1, 3+1:0:1:0:1, 7+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 9+0:0:0:0:1, 6+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:1, 6+0:0:0:0:1, 6+0:0:0:0:1, 5+0:0:1:0:1, 5+0:0:1:0:1, 7+0:0:0:0:1, 8+1:0:1:1:3, 3+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:1:0:1, 3+0:0:1:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:0, 8+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 467+14:0:25:3:81
A minor (0), 5+0:0:0:0:2, 3+0:0:0:0:3, 5+0:0:0:0:2, 8+0:0:0:0:5, 5+0:0:0:0:3, 4+0:0:1:0:3, 5+1:0:1:0:3, 3+0:0:0:0:1, 5+1:0:1:1:3, 2+0:0:0:0:1, 6+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:3, 5+0:0:0:0:2, 8+0:0:0:0:5, 5+0:0:0:0:3, 4+0:0:1:0:3, 5+1:0:1:0:3, 3+0:0:0:0:1, 5+1:0:1:1:3, 2+0:0:0:0:1, 6+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:3, 6+1:0:1:0:3, 8+0:0:0:0:5, 8+0:0:0:0:5, 5+1:0:1:0:3, 5+1:0:1:0:3, 3+0:0:0:0:3, 6+0:0:0:0:2, 2+0:0:0:0:0, 6+0:0:0:0:3, 5+0:0:0:0:4, 5+0:0:0:0:2, 4+0:0:0:0:3, 6+0:0:1:0:4, 5+0:0:0:0:5, 6+0:0:0:0:3, 7+1:0:1:0:6, 6+1:0:1:0:3, 4+0:0:0:0:4, 2+0:0:0:0:1, 4+0:0:0:0:1, 5+0:0:0:0:2, 8+0:0:0:0:5, 5+0:0:0:0:2, 3+0:0:0:0:3, 4+1:0:1:0:3, 5+0:0:0:0:4, 6+0:0:0:0:4, 4+1:0:1:0:4, 5+0:0:1:0:4, 5+0:0:0:0:4, 4+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:2, 4+0:0:0:0:3, 6+1:0:1:0:4, 6+0:0:0:0:5, 6+0:0:0:0:4, 7+1:0:1:0:4, 3+1:0:1:0:3, 7+0:0:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:2, 7+0:0:0:0:3, 8+1:0:0:0:4, 7+0:0:0:0:2, 3+0:0:0:0:3, 5+0:0:1:0:3, 6+0:0:0:0:4, 6+0:0:0:0:4, 5+0:0:1:0:3, 5+0:0:1:0:4, 7+0:0:0:0:5, 9+1:0:1:1:4, 2+0:0:0:0:1, 7+0:0:0:0:3, 5+0:0:0:0:4, 6+0:0:0:0:2, 4+0:0:0:0:3, 5+0:0:1:0:4, 4+0:0:0:0:4, 4+0:0:0:0:3, 7+0:0:1:0:4, 3+0:0:1:0:3, 4+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:2, 9+0:0:0:0:2, 6+0:0:0:0:4, 4+0:0:0:0:2, 5+0:0:0:0:3, 489+16:0:25:3:293
A minor mel (0), 6+0:0:0:0:2, 4+0:0:0:0:3, 6+0:0:0:0:2, 9+0:0:0:0:5, 5+0:0:0:0:3, 5+0:0:1:0:3, 5+1:0:1:0:3, 3+0:0:0:0:1, 5+1:0:1:1:3, 3+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:2, 4+0:0:0:0:3, 6+0:0:0:0:2, 9+0:0:0:0:5, 5+0:0:0:0:3, 5+0:0:1:0:3, 5+1:0:1:0:3, 3+0:0:0:0:1, 5+1:0:1:1:3, 3+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:3, 7+1:0:1:0:3, 8+0:0:0:0:5, 9+0:0:0:0:5, 6+1:0:1:0:3, 6+1:0:1:0:3, 3+0:0:0:0:3, 7+0:0:0:0:2, 3+0:0:0:0:0, 6+0:0:0:0:3, 5+0:0:0:0:4, 6+0:0:0:0:2, 4+0:0:0:0:3, 7+0:0:1:0:4, 6+0:0:0:0:5, 7+0:0:0:0:3, 8+1:0:1:0:6, 7+1:0:1:0:3, 5+0:0:0:0:4, 3+0:0:0:0:1, 5+0:0:0:0:1, 6+0:0:0:0:2, 8+0:0:0:0:5, 6+0:0:0:0:2, 4+0:0:0:0:3, 5+1:0:1:0:3, 5+0:0:0:0:4, 6+0:0:0:0:4, 5+1:0:1:0:4, 6+0:0:1:0:4, 5+0:0:0:0:4, 5+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:0:0:3, 5+0:0:0:0:3, 6+0:0:0:0:2, 4+0:0:0:0:3, 7+1:0:1:0:4, 6+0:0:0:0:5, 7+0:0:0:0:4, 8+1:0:1:0:4, 4+1:0:1:0:3, 7+0:0:0:0:4, 3+0:0:0:0:1, 4+0:0:0:0:2, 6+0:0:0:0:3, 7+2:0:0:0:3, 8+0:0:0:0:2, 3+0:0:0:0:3, 6+0:0:1:0:3, 6+0:0:0:0:4, 6+0:0:0:0:4, 6+0:0:1:0:3, 6+0:0:1:0:4, 7+0:0:0:0:5, 8+1:0:1:1:4, 3+0:0:0:0:1, 7+0:0:0:0:2, 5+0:0:0:0:4, 7+0:0:0:0:2, 4+0:0:0:0:3, 6+0:0:1:0:4, 4+0:0:0:0:4, 4+0:0:0:0:3, 8+0:0:1:0:4, 4+0:0:1:0:3, 5+0:0:0:0:3, 5+0:0:0:0:2, 6+0:0:0:0:2, 10+0:0:0:0:2, 6+0:0:0:0:4, 5+0:0:0:0:2, 5+0:0:0:0:3, 545+17:0:25:3:291
C major blues (0), 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 9+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:1:0:1, 5+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 9+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:1:0:1, 5+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 5+0:0:0:0:1, 8+0:0:1:0:1, 8+0:0:0:0:1, 9+0:0:0:0:2, 6+1:0:1:0:1, 6+1:0:1:0:1, 4+0:0:0:0:1, 6+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:0:1, 7+0:0:0:0:1, 7+0:0:0:0:1, 9+1:0:1:0:2, 7+1:0:1:0:1, 6+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:0, 8+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+1:0:1:0:1, 6+0:0:0:0:1, 6+0:0:0:0:1, 6+1:0:1:0:1, 6+0:0:1:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:0:0:0:1, 8+1:0:1:0:2, 7+0:0:0:0:1, 7+0:0:0:0:1, 8+1:0:1:0:1, 5+1:0:1:0:1, 7+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:0, 10+0:0:0:0:1, 7+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:1:0:1, 7+0:0:0:0:1, 6+0:0:0:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 7+0:0:0:0:1, 8+1:0:1:1:3, 4+0:0:0:0:0, 7+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 8+0:0:1:0:1, 5+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:0, 9+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 549+14:0:25:3:77
A minor blues (0), 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 9+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:1:0:1, 5+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 9+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:1:0:1, 5+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 5+0:0:0:0:1, 8+0:0:1:0:1, 8+0:0:0:0:1, 9+0:0:0:0:2, 6+1:0:1:0:1, 6+1:0:1:0:1, 4+0:0:0:0:1, 6+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:0:1, 7+0:0:0:0:1, 7+0:0:0:0:1, 9+1:0:1:0:2, 7+1:0:1:0:1, 6+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:0, 8+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 6+1:0:1:0:1, 6+0:0:0:0:1, 6+0:0:0:0:1, 6+1:0:1:0:1, 6+0:0:1:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 5+0:0:0:0:1, 8+1:0:1:0:2, 7+0:0:0:0:1, 7+0:0:0:0:1, 8+1:0:1:0:1, 5+1:0:1:0:1, 7+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:0, 10+0:0:0:0:1, 7+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:1:0:1, 7+0:0:0:0:1, 6+0:0:0:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 7+0:0:0:0:1, 8+1:0:1:1:3, 4+0:0:0:0:0, 7+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 8+0:0:1:0:1, 5+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:0, 9+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 549+14:0:25:3:77
C dorian (0), 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 9+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:1:0:1, 4+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 9+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:1:0:1, 4+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 8+0:0:1:0:1, 8+0:0:0:0:1, 9+0:0:0:0:2, 6+1:0:1:0:1, 6+1:0:1:0:1, 3+0:0:0:0:1, 6+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:0:1, 6+0:0:0:0:2, 7+0:0:0:0:1, 8+1:0:1:0:3, 6+1:0:1:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:0, 8+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+1:0:1:0:1, 5+0:0:0:0:1, 6+0:0:0:0:1, 5+1:0:1:0:2, 6+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 7+1:0:1:0:2, 6+0:0:0:0:1, 7+0:0:0:0:1, 8+1:0:1:0:1, 4+1:0:1:0:1, 7+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 9+0:0:0:0:1, 7+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:1:0:1, 6+0:0:0:0:1, 6+0:0:0:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 7+0:0:0:0:1, 7+1:0:1:1:3, 4+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 8+0:0:1:0:1, 4+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:0, 9+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 524+14:0:25:3:80
C phrygian (0), 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:1:0:1, 3+1:0:1:0:1, 1+0:0:0:0:0, 5+1:0:1:1:3, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:1:0:1, 3+1:0:1:0:1, 1+0:0:0:0:0, 5+1:0:1:1:3, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:1:0:1, 7+0:0:0:0:1, 7+0:0:0:0:2, 4+1:0:1:0:1, 4+1:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 7+1:0:1:0:2, 6+1:0:1:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+1:0:1:0:1, 6+0:0:0:0:1, 5+0:0:0:0:1, 4+1:0:1:0:1, 5+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 7+1:0:1:0:2, 7+0:0:0:0:1, 5+0:0:0:0:1, 6+1:0:1:0:1, 4+1:0:1:0:1, 6+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:0, 10+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:1, 7+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:1:0:1, 5+0:0:1:0:1, 6+0:0:0:0:1, 7+1:0:1:1:3, 2+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:1:0:1, 3+0:0:1:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 419+14:0:25:3:78
C lydian (0), 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 9+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:1:0:1, 4+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 9+0:0:0:0:2, 5+0:0:0:0:1, 5+0:0:1:0:1, 4+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 4+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 8+0:0:1:0:1, 8+0:0:0:0:1, 9+0:0:0:0:2, 6+1:0:1:0:1, 6+1:0:1:0:1, 3+0:0:0:0:1, 6+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:0:1, 6+0:0:0:0:2, 7+0:0:0:0:1, 8+1:0:1:0:3, 6+1:0:1:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:0, 8+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+1:0:1:0:1, 5+0:0:0:0:1, 6+0:0:0:0:1, 5+1:0:1:0:2, 6+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 7+1:0:1:0:2, 6+0:0:0:0:1, 7+0:0:0:0:1, 8+1:0:1:0:1, 4+1:0:1:0:1, 7+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 9+0:0:0:0:1, 7+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:1:0:1, 6+0:0:0:0:1, 6+0:0:0:0:1, 6+0:0:1:0:1, 6+0:0:1:0:1, 7+0:0:0:0:1, 7+1:0:1:1:3, 4+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 8+0:0:1:0:1, 4+0:0:1:0:1, 5+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:0, 9+0:0:0:0:0, 6+0:0:0:0:1, 4+0:0:0:0:0, 5+0:0:0:0:1, 524+14:0:25:3:80
C mixolydian (0), 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:1:0:1, 3+1:0:1:0:1, 1+0:0:0:0:0, 5+1:0:1:1:3, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 7+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:1:0:1, 3+1:0:1:0:1, 1+0:0:0:0:0, 5+1:0:1:1:3, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:1:0:1, 7+0:0:0:0:1, 7+0:0:0:0:2, 4+1:0:1:0:1, 4+1:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 7+1:0:1:0:2, 6+1:0:1:0:1, 5+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 7+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 5+1:0:1:0:1, 6+0:0:0:0:1, 5+0:0:0:0:1, 4+1:0:1:0:1, 5+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 7+1:0:1:0:2, 7+0:0:0:0:1, 5+0:0:0:0:1, 6+1:0:1:0:1, 4+1:0:1:0:1, 6+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:0, 10+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:1:0:1, 7+0:0:0:0:1, 5+0:0:0:0:1, 4+0:0:1:0:1, 5+0:0:1:0:1, 6+0:0:0:0:1, 7+1:0:1:1:3, 2+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:1:0:1, 3+0:0:1:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 7+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 419+14:0:25:3:78
C aeolian (0), 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:1:0:1, 4+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 8+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:1:0:1, 4+1:0:1:0:1, 2+0:0:0:0:0, 5+1:0:1:1:3, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:1:0:1, 8+0:0:0:0:1, 8+0:0:0:0:2, 5+1:0:1:0:1, 5+1:0:1:0:1, 3+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:1:0:1, 5+0:0:0:0:2, 6+0:0:0:0:1, 7+1:0:1:0:3, 5+1:0:1:0:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 8+0:0:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+1:0:1:0:1, 5+0:0:0:0:1, 6+0:0:0:0:1, 4+1:0:1:0:2, 5+0:0:1:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:1, 6+1:0:1:0:2, 6+0:0:0:0:1, 6+0:0:0:0:1, 7+1:0:1:0:1, 3+1:0:1:0:1, 7+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 9+0:0:0:0:1, 6+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:1:0:1, 6+0:0:0:0:1, 6+0:0:0:0:1, 5+0:0:1:0:1, 5+0:0:1:0:1, 7+0:0:0:0:1, 8+1:0:1:1:3, 3+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:1:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 7+0:0:1:0:1, 3+0:0:1:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:0, 8+0:0:0:0:0, 6+0:0:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 467+14:0:25:3:81
