 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, rowcost
C major (0), 1+0+0:0:0:0:0, 2+0+1:1:0:0:1, 4+0+0:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:1:0:0:1, 4+0+0:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 4+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 5+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:1:0:0:1, 3+0+0:0:0:0:0, 4+0+2:0:0:0:0, 3+0+2:1:0:0:1, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+1:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:1, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 6+0+6:0:0:0:1, 5+0+5:1:0:0:1, 4+0+3:1:0:0:1, 2+0+3:0:0:0:0, 1+0+0:0:0:0:0, 159+0+60:6:0:0:8
A minor (0), 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+0:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 4+0+0:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+3:0:0:0:0, 4+0+3:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 5+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:1:0:0:0, 3+0+1:0:0:0:0, 5+0+2:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 3+0+3:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+4:0:0:0:0, 3+0+3:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:1, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 5+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 6+0+6:0:0:0:1, 6+0+2:1:0:0:0, 4+0+4:1:0:0:0, 2+0+3:0:0:0:0, 1+0+0:0:0:0:0, 160+0+74:3:0:0:2
F major (1b), 0+0+0:0:0:0:0, 1+0+1:1:0:0:1, 3+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:1:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:1:0:0:1, 3+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:1:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 2+0+2:1:0:0:1, 2+0+1:1:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:1:0:0:1, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 1+0+2:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 7+0+6:0:0:0:1, 4+0+5:1:0:0:1, 3+0+3:1:1:0:2, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 104+0+66:7:3:0:9
G major (1#), 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+0:0:0:0:0, 5+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 4+0+0:0:0:0:0, 5+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:1:0:0:0, 3+0+1:0:0:0:0, 4+0+2:0:0:0:0, 3+0+1:0:0:0:0, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+3:0:0:0:0, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 6+0+3:0:0:0:0, 3+0+2:1:1:0:1, 4+0+1:0:0:0:0, 0+0+0:0:0:0:0, 4+0+2:0:0:0:1, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+0:0:0:0:0, 2+0+2:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 4+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+2:0:0:0:0, 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 6+0+1:0:0:0:0, 1+0+0:0:0:0:0,  , 6+0+5:3:0:0:0, 5+0+2:1:0:0:0, 5+0+4:1:0:0:0, 2+0+3:0:0:0:0, 2+0+0:0:0:0:0, 191+0+61:7:1:0:2
D minor (1b), 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 1+0+2:1:0:0:0, 1+0+0:0:0:0:0, 3+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 1+0+2:1:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+1:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:1:0:0:0, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+3:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:1, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+3:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 1+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 7+0+6:0:0:0:1, 5+0+2:1:0:0:0, 3+0+4:1:1:0:1, 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 109+0+66:5:1:0:3
E minor (1#), 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+0:0:0:0:0, 5+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:1:0:0:1, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+3:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 4+0+0:0:0:0:0, 5+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:1:0:0:1, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+3:0:0:0:0, 3+0+2:0:0:0:0, 1+0+3:0:0:0:0, 3+0+3:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+2:1:0:0:0, 3+0+1:0:0:0:0, 4+0+3:2:0:0:2, 2+0+3:1:0:0:1, 2+0+1:0:0:0:0, 3+0+1:0:0:0:0, 4+0+4:0:0:0:0, 4+0+1:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 6+0+3:0:0:0:0, 3+0+2:1:1:0:1, 4+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 4+0+1:0:0:0:0, 3+0+2:0:0:0:0, 1+0+1:0:0:0:0, 3+0+2:0:0:0:0, 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+2:0:0:0:0, 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 7+0+0:0:0:0:0, 1+0+0:0:0:0:0,  , 6+0+4:1:0:0:1, 4+0+7:1:0:0:1, 5+0+5:0:0:0:1, 2+0+4:1:0:0:0, 2+0+2:0:0:0:0, 192+0+94:10:1:0:9
Bb major (2b), 0+0+0:0:0:0:0, 1+0+1:1:0:0:1, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:1:0:0:1, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:1:0:0:1, 1+0+0:0:0:0:0, 3+0+2:0:1:0:1, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+3:0:0:0:1, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+3:1:0:0:0, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+3:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:1, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 9+0+5:3:0:0:0, 4+0+2:1:0:0:0, 4+0+4:1:1:0:1, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 80+0+54:9:2:0:7
D major (2#), 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 4+0+0:0:0:0:0, 6+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:1:0:0:0, 2+0+0:0:0:0:0, 4+0+0:0:0:0:0, 6+0+1:0:0:0:0, 2+0+1:0:0:0:0, 3+0+0:0:0:0:0, 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+2:1:0:0:0, 2+0+0:0:0:0:0, 4+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:1, 5+0+1:0:0:0:0, 4+0+1:0:0:0:0, 4+0+2:1:0:0:0, 4+0+1:0:0:0:0, 4+0+2:0:0:0:0, 4+0+1:0:0:0:0, 3+0+0:0:0:0:0, 4+0+1:0:0:0:0, 5+0+3:0:0:0:0, 5+0+1:0:0:0:0, 3+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 7+0+1:0:0:0:0, 5+0+2:0:0:0:0, 4+0+3:0:0:0:0, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 6+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+3:0:0:0:0, 4+0+2:0:0:0:0, 5+0+1:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+2:0:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+0:0:0:0:0, 7+0+1:0:0:0:0, 1+0+0:0:0:0:0,  , 6+0+6:0:0:0:0, 6+0+2:1:0:0:0, 7+0+4:1:0:0:0, 3+0+3:0:0:0:0, 3+0+0:0:0:0:0, 229+0+75:5:0:0:1
G minor (2b), 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:1:0:0:1, 2+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+1:0:0:0:0, 1+0+1:1:0:0:1, 1+0+1:0:0:0:0, 3+0+2:0:1:0:1, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+3:0:0:0:1, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+3:0:0:0:0, 2+0+2:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 1+0+3:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 9+0+5:3:0:0:0, 4+0+2:1:0:0:0, 4+0+4:1:1:0:1, 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 83+0+61:7:2:0:5
B minor (2#), 1+0+0:0:0:0:0, 2+0+3:1:0:0:0, 2+0+0:0:0:0:0, 5+0+4:0:1:0:1, 2+0+2:0:0:0:0, 3+0+0:0:0:0:0, 5+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+2:1:0:0:1, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+3:0:0:0:0, 3+0+2:0:0:0:0, 2+0+3:1:0:0:1, 2+0+0:0:0:0:0, 5+0+4:0:1:0:1, 2+0+2:0:0:0:0, 3+0+0:0:0:0:0, 5+0+2:0:0:0:0, 2+0+0:0:0:0:0, 2+0+2:1:0:0:1, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 4+0+3:0:0:0:0, 3+0+2:0:0:0:0, 2+0+3:0:0:0:0, 4+0+3:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:1, 5+0+1:0:0:0:0, 4+0+1:0:0:0:0, 4+0+2:1:0:0:0, 4+0+1:0:0:0:0, 4+0+3:2:0:0:2, 4+0+4:0:0:0:0, 3+0+1:0:0:0:0, 4+0+1:0:0:0:0, 5+0+3:0:0:0:0, 5+0+1:0:0:0:0, 3+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 7+0+1:0:0:0:0, 5+0+2:0:0:0:0, 4+0+3:0:0:0:1, 1+0+0:0:0:0:0, 3+0+2:0:0:0:0, 3+0+0:0:0:0:0, 2+0+0:0:0:0:0, 3+0+1:0:0:0:0, 2+0+2:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 6+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+3:0:0:0:0, 4+0+2:0:0:0:0, 5+0+1:0:0:0:0, 4+0+1:0:0:0:0, 4+0+1:0:0:0:0, 2+0+1:0:0:0:0, 1+0+0:0:0:0:0, 6+0+1:0:0:0:0, 5+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+0:0:0:0:0, 6+0+0:0:0:0:0, 1+0+0:0:0:0:0,  , 6+0+4:1:0:0:1, 5+0+7:1:0:0:1, 7+0+4:1:0:0:0, 3+0+3:0:0:0:0, 3+0+0:0:0:0:0, 230+0+104:10:2:0:11
