 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, rowcost
C major (0), 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:1:0:1, 5+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 155+0:0:1:0:11
A minor (0), 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:2, 4+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 4+0:0:0:0:2, 5+1:0:0:0:1, 4+0:0:0:0:2, 6+0:0:0:0:2, 5+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1, 5+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:1:0:2, 6+0:0:0:0:2, 4+0:0:0:0:2, 5+0:0:0:0:1, 7+0:0:0:0:3, 4+0:0:0:0:2, 6+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 186+1:0:1:0:82
F major (1b), 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:1:0:1, 4+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 117+0:4:1:0:5
G major (1#), 4+0:2:0:0:0, 3+0:2:0:0:0, 5+0:3:0:0:0, 3+0:2:0:0:0, 3+0:3:0:0:1, 4+0:3:0:0:1, 5+0:3:0:0:0, 1+0:0:0:0:0, 2+0:2:0:0:0, 3+0:2:0:0:0, 5+0:3:0:0:0, 4+0:3:0:0:1, 5+0:3:0:0:0, 5+0:4:0:0:1, 4+0:3:0:0:0, 7+0:4:0:0:0, 4+0:3:0:0:1, 5+0:3:0:0:1, 5+0:3:0:0:0, 3+0:2:0:0:0, 2+0:1:0:0:0, 3+0:2:0:0:0, 6+0:4:0:0:1, 3+0:2:0:0:0, 4+0:3:0:0:0, 4+0:3:0:0:1, 4+0:3:0:0:0, 4+0:3:0:0:1, 3+0:3:0:0:1, 3+0:3:0:0:1, 6+0:3:0:0:0, 3+0:2:0:0:0, 3+0:2:0:0:0, 4+0:3:0:0:1, 4+0:3:0:0:0, 3+0:1:0:0:0, 4+0:3:1:0:1, 6+0:3:0:0:1, 5+0:3:0:0:0, 5+0:2:0:0:0, 5+0:4:0:0:1, 3+0:3:0:0:1, 6+0:3:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:2, 3+0:2:0:0:0, 4+0:2:0:0:0, 3+0:2:0:0:1, 4+0:3:0:0:0, 194+0:128:1:0:19
D minor (1b), 3+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:2, 4+0:0:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:1, 6+0:0:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:1, 5+0:1:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:1:0:2, 5+0:1:0:0:1, 3+0:1:1:0:2, 4+0:1:0:0:1, 6+0:1:0:0:2, 2+0:0:0:0:1, 3+0:1:0:0:1, 2+0:1:1:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 146+0:7:3:0:52
E minor (1#), 5+0:2:0:0:2, 4+0:2:0:0:2, 6+0:3:0:0:3, 4+0:2:0:0:2, 3+0:3:0:0:3, 4+0:3:0:0:3, 6+0:3:0:0:3, 2+0:0:0:0:0, 3+0:2:0:0:2, 3+0:1:0:0:1, 6+0:3:0:0:3, 4+0:3:0:0:3, 6+0:3:0:0:3, 6+0:4:0:0:4, 5+0:3:0:0:3, 8+0:4:0:0:4, 4+0:3:0:0:3, 5+0:3:0:0:3, 6+0:2:0:0:2, 4+0:2:0:0:2, 2+0:1:0:0:1, 4+0:1:0:0:1, 7+0:3:0:0:3, 4+0:2:0:0:2, 5+0:3:0:0:3, 4+0:3:0:0:3, 5+0:3:0:0:3, 5+0:3:0:0:3, 3+0:3:0:0:3, 3+0:3:0:0:3, 7+0:3:0:0:3, 4+0:2:0:0:2, 4+0:1:0:0:1, 5+0:3:0:0:3, 5+0:2:0:0:2, 4+0:1:0:0:1, 5+0:3:1:0:3, 6+0:3:0:0:3, 6+0:3:0:0:3, 6+0:2:0:0:2, 5+0:4:0:0:4, 3+0:3:0:0:3, 7+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 4+0:2:0:0:2, 5+0:2:0:0:2, 4+0:2:0:0:2, 5+0:3:0:0:3, 230+0:121:1:0:121
Bb major (2b), 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 2+0:0:1:0:0, 3+0:0:0:0:1, 2+0:1:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 85+0:4:1:0:11
D major (2#), 5+0:2:0:0:1, 4+0:2:0:0:1, 6+0:3:0:0:2, 3+0:2:0:0:1, 4+0:3:0:0:1, 5+0:3:0:0:1, 6+0:3:0:0:2, 1+0:0:0:0:0, 3+0:2:0:0:0, 4+0:2:0:0:0, 6+0:3:0:0:2, 5+0:3:0:0:2, 4+0:3:0:0:1, 5+0:4:0:0:2, 5+0:3:0:0:1, 8+0:4:0:0:2, 5+0:3:0:0:1, 5+0:3:0:0:1, 5+0:3:0:0:1, 4+0:2:0:0:1, 3+0:1:0:0:0, 4+0:2:0:0:0, 7+0:4:0:0:2, 4+0:2:0:0:0, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:3:0:0:2, 4+0:3:0:0:1, 3+0:3:0:0:1, 7+0:3:0:0:1, 3+0:2:0:0:1, 4+0:2:0:0:0, 5+0:3:0:0:1, 4+0:3:0:0:1, 4+0:1:0:0:0, 5+0:3:1:0:2, 7+0:3:0:0:1, 5+0:3:1:0:2, 6+0:2:0:0:1, 6+0:4:0:0:2, 3+0:3:0:0:1, 5+0:3:0:0:1, 4+0:2:1:0:2, 4+0:2:0:0:2, 4+0:2:0:0:0, 5+0:2:0:0:1, 4+0:2:0:0:1, 4+0:3:0:0:1, 223+0:128:3:0:53
G minor (2b), 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+0:1:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 4+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:0, 3+0:0:1:0:1, 4+0:0:0:0:1, 3+0:1:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:1, 4+0:1:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 124+0:5:1:0:18
B minor (2#), 5+0:2:0:0:3, 4+0:2:0:0:3, 6+0:3:0:0:4, 3+0:2:0:0:3, 5+0:3:0:0:3, 5+0:3:0:0:4, 6+0:3:0:0:4, 1+0:0:0:0:1, 4+0:2:0:0:2, 5+0:1:0:0:2, 6+0:3:0:0:4, 6+0:3:0:0:4, 4+0:3:0:0:4, 5+0:4:0:0:5, 5+0:3:0:0:4, 8+0:4:0:0:5, 5+0:3:0:0:4, 5+0:3:0:0:3, 5+0:2:0:0:3, 4+0:2:0:0:3, 3+0:1:0:0:2, 5+0:1:0:0:2, 7+0:3:0:0:4, 4+0:1:0:0:2, 4+0:3:0:0:4, 4+0:3:0:0:3, 4+0:3:0:0:4, 4+0:3:0:0:4, 5+0:3:0:0:3, 3+0:3:0:0:3, 7+0:3:0:0:5, 3+0:0:0:0:1, 3+0:1:0:0:2, 6+0:3:0:0:4, 4+0:2:0:0:3, 5+0:1:0:0:2, 5+0:3:1:0:4, 7+0:3:0:0:4, 5+0:3:1:0:5, 6+0:2:0:0:3, 6+0:4:0:0:5, 3+0:3:0:0:3, 5+0:2:0:0:3, 4+0:2:1:0:4, 3+0:2:0:0:2, 5+0:2:0:0:3, 5+0:2:0:0:3, 5+0:2:0:0:3, 4+0:3:0:0:4, 231+0:118:3:0:162
