 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, rowcost
Eb major (3b), 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 18+0:0:0:0:10
A major (3#), 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 34+0:4:0:0:0
C minor (3b), 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 21+0:2:0:0:0
F# minor (3#), 2+0:1:1:0:2, 1+0:0:0:0:0, 2+0:1:1:0:2, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:1:0:2, 1+0:0:0:0:0, 1+0:1:1:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 31+0:5:5:0:15
Ab major (4b), 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 23+0:0:0:0:15
E major (4#), 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 38+0:0:0:0:0
F minor (4b), 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 16+0:0:0:0:0
C# minor (4#), 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:1, 29+0:0:0:0:18
Db major (5b), 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 27+0:0:0:0:21
B major (5#), 3+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 40+0:0:0:0:12
Bb minor (5b), 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 22+0:0:0:0:1
G# minor (5#), 3+0:0:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:3, 2+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:1:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:1:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:3, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:3, 1+0:0:1:0:0, 1+0:0:0:0:1, 36+0:0:3:0:25
Gb major (6b), 3+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:1:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 36+0:1:1:0:27
F# major (6#), 3+0:1:1:0:2, 1+0:0:0:0:0, 3+0:1:1:0:2, 1+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:1:0:2, 1+0:0:0:0:0, 1+0:1:1:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:1:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 37+0:5:5:0:15
Eb minor (6b), 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:1:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 31+0:1:1:0:10
D# minor (6#), 2+0:1:2:0:1, 1+0:0:0:0:0, 2+0:1:2:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:2:0:1, 1+0:0:0:0:0, 1+0:1:1:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:2, 2+0:1:2:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 32+0:5:9:0:22
Cb major (7b), 3+0:0:0:0:2, 0+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 2+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 1+0:1:1:0:1, 1+0:1:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 39+0:2:2:0:28
C# major (7#), 2+0:1:1:0:1, 1+0:0:0:0:0, 2+0:1:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:1:0:1, 1+0:0:0:0:0, 1+0:1:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 2+0:1:1:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 28+0:5:5:0:11
Ab minor (7b), 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:1:1:0:1, 1+0:1:1:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 35+0:2:2:0:7
A# minor (7#), 2+0:1:1:0:2, 1+0:0:0:0:1, 2+0:1:1:0:2, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 2+0:1:1:0:2, 1+0:0:0:0:1, 1+0:1:1:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 2+0:1:1:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 22+0:5:5:0:21
