 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, rowcost
C locrian (0), 0+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:3, 6+0:0:0:0:3, 5+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 7+0:0:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0,  , 3+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:3, 6+0:0:0:0:3, 6+0:0:0:0:2, 5+0:0:0:0:3, 3+0:0:0:0:0, 136+0:0:0:0:40
F major (1b), 0+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:3, 5+0:0:0:0:3, 4+0:0:0:0:1, 5+0:0:0:0:3, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:3, 4+0:0:0:0:2, 5+0:0:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 2+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:3, 5+0:0:0:0:3, 5+0:0:0:0:2, 5+0:0:0:0:3, 2+0:0:0:0:0, 109+0:0:0:0:40
G major (1#), 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:3, 3+0:0:0:0:3, 2+0:0:0:0:1, 3+0:0:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 4+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0,  , 3+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:3, 3+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:3, 0+0:0:0:0:0, 57+0:0:0:0:40
D minor (1b), 0+0:0:0:0:0, 5+0:2:0:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 3+0:2:0:0:1, 4+0:3:0:0:1, 2+0:1:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:0, 5+0:3:0:0:1, 3+0:2:0:0:0, 4+0:3:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 2+0:2:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:2, 0+0:0:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 2+0:2:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:2:0:0:2, 1+0:1:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 4+0:3:0:0:1, 2+0:1:0:0:0, 104+0:57:0:0:19
E minor (1#), 1+0:0:0:0:0, 5+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 60+0:4:0:0:4
D minor mel (1b), 0+0:0:0:0:0, 4+0:2:0:0:1, 3+0:3:0:0:1, 3+0:3:0:0:1, 2+0:2:0:0:1, 3+0:3:0:0:1, 1+0:1:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:0, 4+0:3:0:0:1, 2+0:2:0:0:0, 3+0:3:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0,  , 3+0:2:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:2:0:0:2, 1+0:0:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 3+0:2:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:2:0:0:2, 1+0:1:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 3+0:3:0:0:1, 3+0:3:0:0:1, 3+0:3:0:0:1, 3+0:3:0:0:1, 1+0:1:0:0:0, 72+0:57:0:0:19
E minor mel (1#), 1+0:0:0:0:0, 6+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 2+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:1:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 55+0:4:0:0:4
F major blues (1b), 1+0:0:0:0:0, 5+0:2:0:0:2, 7+0:4:0:0:4, 6+0:4:0:0:4, 6+0:1:0:0:1, 6+0:4:0:0:4, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:2, 8+0:4:0:0:4, 6+0:3:0:0:3, 6+0:4:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0,  , 4+0:2:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 4+0:2:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:2, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 7+0:4:0:0:4, 6+0:4:0:0:4, 7+0:1:0:0:1, 6+0:4:0:0:4, 4+0:1:0:0:1, 166+0:60:0:0:60
G major blues (1#), 0+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 3+0:0:0:0:2, 1+0:1:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 2+0:1:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 2+0:0:0:0:0, 123+0:4:0:0:32
D minor blues (1b), 1+0:0:0:0:0, 5+0:2:0:0:2, 7+0:4:0:0:4, 6+0:4:0:0:4, 6+0:1:0:0:1, 6+0:4:0:0:4, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:2:0:0:2, 8+0:4:0:0:4, 6+0:3:0:0:3, 6+0:4:0:0:4, 3+0:0:0:0:0, 1+0:0:0:0:0,  , 4+0:2:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:2:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 4+0:2:0:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:2, 2+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:1, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:1:0:0:1, 7+0:4:0:0:4, 6+0:4:0:0:4, 7+0:1:0:0:1, 6+0:4:0:0:4, 4+0:1:0:0:1, 166+0:60:0:0:60
E minor blues (1#), 0+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:0:0:2, 5+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 6+0:0:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0,  , 3+0:0:0:0:2, 1+0:1:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:2, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:2, 3+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:2, 2+0:1:0:0:0, 3+0:1:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 5+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 5+0:0:0:0:2, 2+0:0:0:0:0, 123+0:4:0:0:32
F dorian (1b), 0+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:3, 4+0:0:0:0:3, 3+0:0:0:0:1, 4+0:0:0:0:3, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:2, 4+0:0:0:0:3, 0+0:0:0:0:0, 0+0:0:0:0:0,  , 3+0:0:0:0:2, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:2, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:3, 4+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:3, 1+0:0:0:0:0, 77+0:0:0:0:40
