 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
C major (0), 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 7+0:0:0:0:0, 2+0:0:0:0:0, 6+2:0:0:2:3, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 7+2:0:0:2:3, 5+1:0:1:0:2, 9+1:0:1:0:3, 1+0:0:0:0:0, 8+3:0:0:2:3, 2+0:0:0:0:0, 5+0:0:1:0:3, 2+0:0:0:0:0, 6+0:0:0:0:0, 7+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 108+9:0:3:6:25
A minor (0), 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:1, 6+0:0:0:0:0, 8+0:0:0:0:0, 3+0:0:0:0:1, 6+2:0:0:2:4, 1+0:0:0:0:0, 5+0:0:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:0:3, 3+0:0:0:0:2, 3+0:0:0:0:0, 7+2:0:0:2:4, 6+1:0:1:0:4, 8+1:0:1:0:5, 1+0:0:0:0:1, 8+3:0:0:2:5, 3+0:0:0:0:0, 5+0:0:1:0:3, 3+0:0:0:0:0, 7+0:0:0:0:2, 8+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 134+9:0:3:6:43
A minor mel (0), 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:1, 6+0:0:1:0:1, 9+0:0:0:0:0, 4+0:0:0:0:1, 7+2:0:0:2:4, 1+0:0:0:0:0, 5+0:0:0:0:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+0:0:0:0:3, 4+0:0:0:0:2, 4+0:0:0:0:0, 8+2:0:0:2:4, 6+1:0:1:0:4, 9+1:0:1:0:5, 2+0:0:0:0:1, 9+3:0:0:2:5, 4+0:0:0:0:0, 6+0:0:1:0:3, 4+0:0:0:0:0, 8+0:0:0:0:2, 8+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 159+9:0:4:6:44
C major blues (0), 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:0:1, 9+0:0:0:0:0, 3+0:0:0:0:0, 7+2:0:0:2:3, 2+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 8+2:0:0:2:3, 6+1:0:1:0:2, 11+1:0:1:0:3, 2+0:0:0:0:0, 9+3:0:0:2:3, 5+0:0:0:0:0, 6+0:0:1:0:3, 4+0:0:0:0:0, 8+0:0:0:0:0, 8+0:0:0:0:2, 4+0:0:0:0:0, 2+0:0:0:0:0, 172+9:0:3:6:25
A minor blues (0), 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:0:1, 9+0:0:0:0:0, 3+0:0:0:0:0, 7+2:0:0:2:3, 2+0:0:0:0:0, 6+0:0:0:0:1, 5+0:0:0:0:0, 4+0:0:0:0:0, 9+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 8+2:0:0:2:3, 6+1:0:1:0:2, 11+1:0:1:0:3, 2+0:0:0:0:0, 9+3:0:0:2:3, 5+0:0:0:0:0, 6+0:0:1:0:3, 4+0:0:0:0:0, 8+0:0:0:0:0, 8+0:0:0:0:2, 4+0:0:0:0:0, 2+0:0:0:0:0, 172+9:0:3:6:25
C dorian (0), 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 8+0:0:0:0:0, 3+0:0:0:0:0, 7+2:0:0:2:3, 0+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 8+2:0:0:2:3, 5+1:0:1:0:2, 10+1:0:1:0:3, 2+0:0:0:0:0, 9+3:0:0:2:3, 3+0:0:0:0:0, 6+0:0:1:0:3, 3+0:0:0:0:0, 7+0:0:0:0:0, 7+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 133+9:0:4:6:26
C phrygian (0), 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 1+0:0:0:0:0, 6+2:0:0:2:3, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:1, 7+2:0:0:2:3, 4+1:0:1:0:2, 10+1:0:1:0:3, 1+0:0:0:0:0, 8+3:0:0:2:3, 3+0:0:0:0:0, 4+0:0:1:0:3, 3+0:0:0:0:0, 7+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 110+9:0:3:6:25
C lydian (0), 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:1:0:2, 8+0:0:0:0:0, 3+0:0:0:0:0, 7+2:0:0:2:3, 0+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 8+2:0:0:2:3, 5+1:0:1:0:2, 10+1:0:1:0:3, 2+0:0:0:0:0, 9+3:0:0:2:3, 3+0:0:0:0:0, 6+0:0:1:0:3, 3+0:0:0:0:0, 7+0:0:0:0:0, 7+0:0:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 133+9:0:4:6:26
C mixolydian (0), 2+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 6+0:0:0:0:0, 1+0:0:0:0:0, 6+2:0:0:2:3, 1+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:1, 7+2:0:0:2:3, 4+1:0:1:0:2, 10+1:0:1:0:3, 1+0:0:0:0:0, 8+3:0:0:2:3, 3+0:0:0:0:0, 4+0:0:1:0:3, 3+0:0:0:0:0, 7+0:0:0:0:0, 6+0:0:0:0:2, 2+0:0:0:0:0, 0+0:0:0:0:0, 110+9:0:3:6:25
C aeolian (0), 1+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:1, 7+0:0:0:0:0, 2+0:0:0:0:0, 6+2:0:0:2:3, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 7+2:0:0:2:3, 5+1:0:1:0:2, 9+1:0:1:0:3, 1+0:0:0:0:0, 8+3:0:0:2:3, 2+0:0:0:0:0, 5+0:0:1:0:3, 2+0:0:0:0:0, 6+0:0:0:0:0, 7+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 108+9:0:3:6:25
