 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, rowcost
C locrian (0), 1+0:0:0:0:0, 6+2:0:1:1:2, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+1:0:1:0:2, 3+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:3, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 8+2:0:1:2:3, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 104+5:0:3:3:21
F major (1b), 1+0:0:0:0:0, 6+2:0:1:1:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+1:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:3, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 8+2:0:1:2:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 82+5:0:3:3:21
G major (1#), 0+0:0:0:0:0, 4+2:0:1:1:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+1:0:1:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 6+2:0:1:2:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 50+5:0:3:3:21
D minor (1b), 1+0:1:0:0:0, 6+2:1:1:1:3, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 3+1:2:1:0:1, 3+0:1:0:0:0, 5+0:2:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:3:0:0:1, 2+0:1:0:0:0, 2+0:1:0:0:0, 2+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:1, 8+2:1:1:2:4, 4+0:1:0:0:0, 3+0:1:0:0:0, 2+0:1:0:0:0, 5+0:1:0:0:2, 3+0:1:0:0:0, 2+0:0:0:0:1, 3+0:1:0:0:0, 2+0:0:0:0:0, 6+0:1:0:0:1, 3+0:2:0:0:0, 2+0:1:0:0:0, 94+5:31:3:3:14
E minor (1#), 0+0:0:0:0:0, 5+2:4:1:1:3, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+1:0:1:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 7+2:6:1:2:4, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:1:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:3:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 76+5:17:3:3:15
D minor mel (1b), 1+0:1:0:0:0, 5+2:1:1:1:3, 4+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 3+1:2:1:0:1, 2+0:1:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:3:0:0:1, 1+0:1:0:0:0, 1+0:1:0:0:0, 1+0:1:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:1, 7+2:1:1:2:4, 4+0:1:0:0:0, 2+0:1:0:0:0, 1+0:1:0:0:0, 4+0:1:0:0:2, 3+0:1:0:0:0, 1+0:0:0:0:1, 2+0:1:0:0:0, 1+0:0:0:0:0, 7+0:1:0:0:1, 2+0:2:0:0:0, 2+0:1:0:0:0, 74+5:31:3:3:14
E minor mel (1#), 0+0:0:0:0:0, 5+2:4:1:1:3, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 5+1:0:1:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 7+2:6:1:2:4, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 6+0:3:0:0:3, 2+0:0:0:0:0, 2+0:0:0:0:0, 88+5:17:3:3:15
F major blues (1b), 2+0:1:0:0:1, 6+2:1:1:1:3, 5+0:1:0:0:1, 4+0:1:0:0:1, 4+0:1:0:0:1, 4+1:2:1:0:2, 4+0:1:0:0:1, 6+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+0:4:0:0:4, 5+0:1:0:0:1, 3+0:1:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:2:0:0:2, 8+2:1:1:2:4, 5+0:1:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 6+0:1:0:0:1, 4+0:2:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 7+0:1:0:0:1, 4+0:2:0:0:2, 3+0:1:0:0:1, 126+5:35:3:3:40
G major blues (1#), 1+0:0:0:0:0, 6+2:4:1:1:2, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 4+1:0:1:0:2, 3+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 8+2:6:1:2:3, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 6+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 7+0:2:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 106+5:16:3:3:18
D minor blues (1b), 2+0:1:0:0:1, 6+2:1:1:1:3, 5+0:1:0:0:1, 4+0:1:0:0:1, 4+0:1:0:0:1, 4+1:2:1:0:2, 4+0:1:0:0:1, 6+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+0:4:0:0:4, 5+0:1:0:0:1, 3+0:1:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:2:0:0:2, 8+2:1:1:2:4, 5+0:1:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 6+0:1:0:0:1, 4+0:2:0:0:2, 2+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 7+0:1:0:0:1, 4+0:2:0:0:2, 3+0:1:0:0:1, 126+5:35:3:3:40
E minor blues (1#), 1+0:0:0:0:0, 6+2:4:1:1:2, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 4+1:0:1:0:2, 3+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:2, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 8+2:6:1:2:3, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:1, 6+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 7+0:2:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 106+5:16:3:3:18
F dorian (1b), 1+0:0:0:0:0, 5+2:0:1:1:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+1:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 7+2:0:1:2:3, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 62+5:0:3:3:21
G dorian (1#), 0+0:0:0:0:0, 4+2:4:1:1:2, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+1:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 6+2:6:1:2:3, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 62+5:17:3:3:18
F phrygian (1b), 1+0:0:0:0:0, 6+2:0:1:1:2, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+1:0:1:0:2, 3+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:3, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 8+2:0:1:2:3, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 104+5:0:3:3:21
G phrygian (1#), 1+0:0:0:0:0, 5+2:0:1:1:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+1:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 7+2:0:1:2:3, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 62+5:0:3:3:21
F lydian (1b), 1+0:0:0:0:0, 5+2:0:1:1:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+1:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 7+2:0:1:2:3, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 62+5:0:3:3:21
G lydian (1#), 0+0:0:0:0:0, 4+2:4:1:1:2, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+1:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 6+2:6:1:2:3, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 5+0:1:0:0:1, 2+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 6+0:3:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:0, 62+5:17:3:3:18
F mixolydian (1b), 1+0:0:0:0:0, 6+2:0:1:1:2, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 3+1:0:1:0:2, 3+0:0:0:0:0, 5+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:3, 4+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:1, 8+2:0:1:2:3, 4+0:0:0:0:0, 4+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 104+5:0:3:3:21
G mixolydian (1#), 1+0:0:0:0:0, 5+2:0:1:1:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+1:0:1:0:2, 1+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:3, 2+0:0:0:0:0, 1+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 7+2:0:1:2:3, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 6+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 62+5:0:3:3:21
F aeolian (1b), 1+0:0:0:0:0, 6+2:0:1:1:2, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 2+1:0:1:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:3, 3+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 8+2:0:1:2:3, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 82+5:0:3:3:21
G aeolian (1#), 0+0:0:0:0:0, 4+2:0:1:1:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+1:0:1:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 6+2:0:1:2:3, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 50+5:0:3:3:21
F locrian (1b), 2+0:1:0:0:1, 5+2:1:1:1:3, 5+0:1:0:0:1, 4+0:1:0:0:1, 4+0:1:0:0:1, 4+1:2:1:0:2, 4+0:1:0:0:1, 6+0:2:0:0:2, 3+0:1:0:0:1, 3+0:1:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 6+0:4:0:0:4, 5+0:1:0:0:1, 3+0:1:0:0:1, 5+0:2:0:0:2, 4+0:1:0:0:1, 2+0:0:0:0:0, 3+0:2:0:0:2, 7+2:1:1:2:4, 5+0:1:0:0:1, 4+0:1:0:0:1, 3+0:1:0:0:1, 6+0:1:0:0:1, 4+0:2:0:0:2, 1+0:0:0:0:0, 3+0:1:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:1, 4+0:2:0:0:2, 3+0:1:0:0:1, 121+5:35:3:3:40
