 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
C major (0), 1+0+1:0:0:0:1, 1+0+1:0:0:0:0, 1+0+0:0:0:0:0,  , 1+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 5+0+2:0:0:0:0, 1+0+1:0:0:0:0, 3+0+4:2:0:0:2, 6+0+5:0:0:0:0, 2+0+1:0:0:0:0,  , 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:0:0:0:0,  , 1+0+1:0:0:0:1, 1+0+1:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+4:0:0:0:0, 7+0+5:0:0:0:0, 2+0+1:0:0:0:0, 3+0+5:0:0:0:0, 2+0+2:0:0:0:0, 6+0+6:0:0:0:0, 2+0+3:1:0:0:1, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 58+0+54:3:0:0:5
A minor (0), 1+0+1:0:0:0:1, 1+0+1:0:0:0:0, 1+0+2:0:0:0:0,  , 1+0+2:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+2:0:0:0:0,  , 5+0+2:0:0:0:0, 1+0+1:0:0:0:0, 3+0+3:0:0:0:1, 6+0+7:0:0:0:0, 2+0+1:0:0:0:0,  , 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 2+0+2:0:0:0:0,  , 1+0+1:0:0:0:1, 1+0+1:0:0:0:1, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+4:0:0:0:0, 7+0+7:0:0:0:0, 2+0+4:0:0:0:0, 3+0+3:1:0:0:0, 2+0+3:0:0:0:0, 6+0+6:0:0:0:0, 2+0+3:1:0:0:1, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 58+0+63:2:0:0:5
F major (1b), 2+0+3:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0,  , 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+2:0:0:0:0,  , 3+0+2:0:0:0:0, 1+0+1:0:0:0:0, 3+0+4:2:0:0:2, 6+0+5:0:0:0:0, 1+0+0:0:0:0:0,  , 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:1:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0,  , 1+0+1:1:0:0:1, 1+0+2:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 5+0+3:0:0:0:0, 4+0+4:0:0:0:0, 4+0+3:1:0:0:0, 3+0+3:0:0:0:0, 6+0+6:0:0:0:0, 4+0+3:1:0:0:1, 2+0+4:0:0:0:0, 0+0+0:0:0:0:0, 60+0+57:6:0:0:5
G major (1#), 2+0+1:0:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0,  , 3+0+2:0:0:0:0, 2+0+0:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 4+0+5:3:0:0:1, 2+0+1:0:0:0:0, 4+0+3:0:0:0:1, 7+0+7:0:0:0:0, 4+0+1:0:0:0:0,  , 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 4+0+2:0:0:0:1, 2+0+1:0:0:0:0, 3+0+2:0:0:0:0,  , 2+0+1:0:0:0:1, 2+0+1:0:0:0:1, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 3+0+4:0:0:0:0, 7+0+5:0:0:0:0, 3+0+1:0:0:0:0, 2+0+3:0:0:0:0, 3+0+2:0:0:0:0, 6+0+6:0:0:0:0, 2+0+2:1:0:0:1, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 80+0+57:4:0:0:7
D minor (1b), 2+0+3:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+1:0:0:0:0, 0+0+0:0:0:0:0, 2+0+2:0:0:0:0, 0+0+2:0:0:0:0,  , 3+0+2:0:0:0:0, 1+0+1:0:0:0:0, 3+0+4:2:0:0:2, 6+0+5:0:0:0:0, 1+0+1:0:0:0:0,  , 2+0+3:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:1:0:0:1, 2+0+3:0:0:0:0, 2+0+1:1:0:0:1,  , 1+0+1:1:0:0:1, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+4:0:0:0:0, 5+0+5:0:0:0:0, 4+0+4:0:0:0:0, 4+0+3:1:0:0:0, 3+0+3:0:0:0:0, 6+0+6:1:0:0:1, 4+0+3:1:0:0:1, 2+0+4:0:0:0:0, 0+0+0:0:0:0:0, 60+0+66:8:0:0:7
E minor (1#), 2+0+2:0:0:0:1, 2+0+1:0:0:0:0, 2+0+2:0:0:0:0,  , 3+0+2:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0,  , 4+0+5:3:0:0:1, 2+0+1:0:0:0:0, 4+0+3:0:0:0:1, 7+0+7:0:0:0:0, 4+0+3:0:0:0:0,  , 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 4+0+2:0:0:0:0, 2+0+0:0:0:0:0, 3+0+2:0:0:0:0,  , 2+0+1:0:0:0:1, 2+0+1:0:0:0:1, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+4:0:0:0:0, 7+0+7:0:0:0:0, 3+0+4:0:0:0:0, 2+0+3:0:0:0:0, 3+0+3:0:0:0:0, 6+0+6:0:0:0:0, 2+0+2:1:0:0:1, 2+0+1:0:0:0:0, 0+0+0:0:0:0:0, 80+0+68:4:0:0:6
Bb major (2b), 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0,  , 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+1:0:0:0:0, 1+0+0:0:0:0:0, 2+0+2:0:0:0:0, 1+0+2:0:0:0:0,  , 4+0+2:0:0:0:0, 0+0+0:0:0:0:0, 3+0+4:1:0:0:1, 6+0+5:0:0:0:0, 0+0+0:0:0:0:0,  , 3+0+3:0:0:0:0, 0+0+0:0:0:0:0, 2+0+1:1:0:0:1, 3+0+3:0:0:0:0, 3+0+1:1:0:0:1,  , 1+0+1:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 3+0+4:0:0:0:0, 4+0+5:0:0:0:1, 3+0+4:0:0:0:0, 4+0+4:1:0:0:2, 4+0+3:0:0:0:0, 3+0+4:0:0:0:0, 1+0+0:0:0:0:0, 64+0+58:4:0:0:6
D major (2#), 5+0+2:0:0:0:0, 3+0+2:0:0:0:0, 3+0+1:0:0:0:0,  , 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+3:1:0:0:0, 1+0+2:0:0:0:0,  , 6+0+5:3:0:0:1, 3+0+1:0:0:0:0, 6+0+4:2:0:0:2, 7+0+5:1:0:0:1, 5+0+1:0:0:0:0,  , 2+0+0:0:0:0:0, 1+0+1:0:0:0:0, 5+0+2:0:0:0:0, 2+0+1:0:0:0:0, 4+0+2:0:0:0:0,  , 3+0+1:1:0:0:1, 3+0+1:0:0:0:0, 4+0+1:0:0:0:0, 1+0+0:0:0:0:0, 4+0+4:0:0:0:0, 8+0+5:0:0:0:0, 5+0+4:0:0:0:0, 1+0+3:0:0:0:0, 2+0+3:0:0:0:0, 7+0+6:0:0:0:0, 3+0+3:1:0:0:1, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 111+0+68:9:0:0:6
G minor (2b), 4+0+2:0:0:0:0, 0+0+2:0:0:0:0, 1+0+1:0:0:0:0,  , 1+0+1:0:0:0:0, 1+0+0:0:0:0:0, 1+0+0:0:0:0:0, 0+0+0:0:0:0:0, 1+0+0:0:0:0:0, 2+0+0:0:0:0:0, 1+0+2:0:0:0:0,  , 4+0+3:0:0:0:1, 0+0+0:0:0:0:0, 3+0+4:1:0:0:1, 6+0+5:0:0:0:0, 0+0+0:0:0:0:0,  , 3+0+0:0:0:0:0, 0+0+1:0:0:0:0, 2+0+2:0:0:0:1, 3+0+1:0:0:0:0, 3+0+3:1:0:0:0,  , 1+0+3:0:0:0:0, 2+0+2:0:0:0:0, 1+0+1:0:0:0:0, 0+0+0:0:0:0:0, 0+0+0:0:0:0:0, 3+0+3:0:0:0:0, 3+0+4:0:0:0:0, 4+0+3:1:0:0:0, 3+0+3:0:0:0:0, 4+0+3:1:0:0:0, 4+0+4:0:0:0:0, 3+0+2:1:0:0:0, 1+0+2:0:0:0:0, 65+0+57:5:0:0:3
B minor (2#), 5+0+2:0:0:0:0, 3+0+1:0:0:0:0, 3+0+1:0:0:0:0,  , 4+0+1:0:0:0:0, 3+0+1:0:0:0:0, 0+0+0:0:0:0:0, 1+0+1:0:0:0:0, 3+0+1:0:0:0:0, 3+0+3:1:0:0:0, 1+0+2:0:0:0:0,  , 6+0+5:3:0:0:1, 3+0+1:0:0:0:0, 6+0+8:2:0:0:1, 7+0+6:1:0:0:0, 5+0+4:0:0:0:0,  , 2+0+0:0:0:0:0, 1+0+1:0:0:0:0, 5+0+2:0:0:0:0, 2+0+0:0:0:0:0, 4+0+2:0:0:0:0,  , 3+0+2:0:0:0:0, 3+0+1:0:0:0:1, 4+0+2:0:0:0:0, 1+0+0:0:0:0:0, 4+0+4:0:0:0:0, 8+0+5:0:0:0:0, 5+0+4:0:0:0:0, 1+0+3:0:0:0:0, 2+0+5:0:0:0:0, 7+0+7:5:0:0:0, 3+0+5:1:0:0:1, 3+0+2:0:0:0:0, 0+0+0:0:0:0:0, 111+0+82:13:0:0:4
